id,term,aliases,category,subcategory,priority,occurrenceCount,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,sourceTextExamples
v403-internal-medicine-acth-stimulasyon-testi,ACTH stimülasyon testi,"[""ACTH stimülasyon testi""]",İç Hastalıkları,Endokrinoloji / Tanı testi,P1,0,Sentetik ACTH verilerek adrenal korteksin kortizol yanıtını değerlendiren testtir.,"Adrenal bez yeterli rezerv taşıyorsa ACTH sonrası kortizol yükselir; yanıt yetersizse adrenal yetmezlik desteklenir. Primer yetmezlikte bez yanıt veremez, uzun süreli sekonder yetmezlikte de adrenal atrofi nedeniyle yanıt bozulabilir.",Adrenal yetmezlikte testin mantığı adrenal bez ACTH’ye kortizol yanıtı verebiliyor mu sorusudur.,Bazal kortizol tek başına belirsiz kalabilir; stimülasyon testi rezervi gösterir.,"[""Adrenal yetmezlik"", ""Kortizol"", ""ACTH""]","[{""sourceFilePath"": ""src/data/cases.js::v165-new-030-hipotansiyon-ve-elektrolit-bozuklugu.clinicalFocus"", ""text"": ""Adrenal krizde kronik primer adrenal yetmezlik ipuçlarını elektrolit, glukoz ve hemodinamiyle birleştirip acil tedavi önceliğini seçme.""}, {""sourceFilePath"": ""src/data/cases.js::v165-new-030-hipotansiyon-ve-elektrolit-bozuklugu.learningTarget"", ""text"": ""Adrenal krizde klinik şüphe yüksekken tedavinin kortizol/ACTH sonucu beklenmeden başlanması gerektiğini ve hipovolemi-hipoglisemi eşliklerini açıklama.""}]"
v403-internal-medicine-cushing-hastaligi,Cushing hastalığı,"[""Cushing hastalığı""]",İç Hastalıkları,Endokrinoloji / Hiperkortizolizm,P1,12,ACTH salgılayan hipofiz adenomu nedeniyle gelişen Cushing sendromu nedenidir.,Hipofizden fazla ACTH adrenal korteksi uyararak kortizol fazlalığı oluşturur. Cushing sendromu genel tablonun adıdır; Cushing hastalığı ise hipofiz kaynaklı özel alt tiptir.,Cushing hastalığı = hipofiz ACTH adenomu; Cushing sendromu = tüm hiperkortizolizm nedenleri.,Ektopik ACTH sendromunda kaynak hipofiz dışıdır ve hipokalemi daha belirgin olabilir.,"[""ACTH"", ""Kortizol"", ""Deksametazon supresyon testi""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-067-extra.keywords[0]"", ""text"": ""Cushing hastalığı""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-067-extra.front"", ""text"": ""Cushing hastalığı terimi hangi spesifik hiperkortizolizm nedenini ifade eder?""}]"
v403-internal-medicine-ektopik-acth-sendromu,Ektopik ACTH sendromu,"[""Ektopik ACTH sendromu""]",İç Hastalıkları,Endokrinoloji / Hiperkortizolizm,P1,2,Hipofiz dışı tümörlerden ACTH salgılanmasına bağlı hiperkortizolizm tablosudur.,"Küçük hücreli akciğer karsinomu gibi nöroendokrin tümörler ACTH üretebilir; hızlı başlangıç, kas güçsüzlüğü, hipokalemik metabolik alkaloz ve belirgin kortizol yüksekliği ipucu olabilir.",Cushing bulguları + ağır hipokalemi + akciğer kitlesi ektopik ACTH lehinedir.,Cushing hastalığında kaynak hipofizdir; ektopik ACTH hipofiz dışı kaynaklıdır.,"[""Küçük hücreli karsinom"", ""ACTH"", ""Hipokalemik metabolik alkaloz""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-067-extra.differentialNote"", ""text"": ""Ektopik ACTH sendromunda ACTH yüksek olabilir ama kaynak hipofiz dışıdır; adrenal adenomda ACTH baskılanır.""}, {""sourceFilePath"": ""src/data/tusPearlInternalMedicine*Overrides.js::tus-pearl-internal-medicine-067-extra.differentialNote"", ""text"": ""Ektopik ACTH sendromunda ACTH yüksek olabilir ama kaynak hipofiz dışıdır; adrenal adenomda ACTH baskılanır.""}]"
v403-internal-medicine-su-kisitlama-testi,Su kısıtlama testi,"[""Su kısıtlama testi""]",İç Hastalıkları,Endokrinoloji / Tanı testi,P1,0,Poliüri-polydipsi ayırıcı tanısında idrarı konsantre edebilme kapasitesini değerlendiren testtir.,Normalde su kısıtlanınca ADH artar ve idrar konsantre olur. Diabetes insipidus tiplerinde idrar seyreltik kalır; desmopressin sonrası yanıt santral ve nefrojenik ayrımı sağlar.,Poliüri sorusunda su kısıtlama + desmopressin yanıtı tanı zincirini kurar.,Primer polidipside su kısıtlamayla idrar konsantre olabilir; DI’de bu yanıt bozulur.,"[""Santral diabetes insipidus"", ""Nefrojenik diabetes insipidus"", ""Desmopressin""]",[]
v403-internal-medicine-saag,SAAG,"[""serum-asit albümin gradyenti""]",İç Hastalıkları,Gastroenteroloji / Asit analizi,P1,0,Serum-asit albümin gradyenti; asitin portal hipertansiyonla ilişkisini ayırmada kullanılan ölçümdür.,"Serum albümini ile asit albümini farkı yüksekse portal hipertansiyon kaynaklı asit desteklenir. Siroz, kalp yetmezliği ve Budd-Chiari gibi portal basıncı artıran durumlarda yüksek SAAG beklenebilir.",SAAG yüksekliği asitin portal hipertansiyon kaynaklı olduğunu düşündürür.,Asit total proteini nedenin ayrımına ek katkı verir; SAAG tek başına maligniteyi dışlamaz.,"[""Asit"", ""Portal hipertansiyon"", ""Siroz""]","[{""sourceFilePath"": ""src/data/cases.js::v164-new-011-aclik-ve-kusma-sonrasi-metabolik-bozulma.investigations[1].summary"", ""text"": ""Asidemi, düşük bikarbonat ve yüksek anyon açıklığı organik asit birikimiyle uyumlu metabolik asidoz paternini gösterir.""}, {""sourceFilePath"": ""src/data/cases.js::v164-new-011-aclik-ve-kusma-sonrasi-metabolik-bozulma.investigations[1].clinicalMeaning"", ""text"": ""Asidemi, düşük bikarbonat ve yüksek anyon açıklığı organik asit birikimiyle uyumlu metabolik asidoz paternini gösterir.""}]"
v403-internal-medicine-laktuloz-tedavisi,Laktüloz tedavisi,"[""Laktüloz tedavisi""]",İç Hastalıkları,Gastroenteroloji / Hepatik ensefalopati,P1,0,Hepatik ensefalopatide bağırsakta amonyak yükünü azaltmak için kullanılan nonabsorbe disakkarit tedavisidir.,Kolonda asidifikasyon ve laksatif etkiyle amonyağın emilimini azaltır; hedef aşırı ishal değil düzenli dışkılamayla nörotoksin yükünü azaltmaktır. Ensefalopati tetikleyicileri de mutlaka aranır.,Hepatik ensefalopatide laktüloz amonyak yükünü bağırsak üzerinden azaltır.,Rifaksimin bağırsak bakteriyel amonyak üretimini azaltır; laktüloz ilk temel yaklaşımdır.,"[""Hepatik ensefalopati"", ""Amonyak"", ""Rifaksimin""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-349-spot.topic"", ""text"": ""Hepatik ensefalopati tetikleyicisi""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-349-spot.keywords[0]"", ""text"": ""hepatik ensefalopati""}]"
v403-internal-medicine-rifaksimin,Rifaksimin,"[""Rifaksimin""]",İç Hastalıkları,Gastroenteroloji / Hepatik ensefalopati,P1,0,"Bağırsakta emilimi düşük, amonyak üreten flora yükünü azaltmak için kullanılan antibiyotiktir.",Hepatik ensefalopatide laktüloza eklenerek nüksleri azaltabilir. Sistemik etkisi sınırlı olduğundan hedefi bağırsak bakterilerinin azot metabolizmasını azaltmaktır.,Ensefalopati nüksünde laktüloza rifaksimin eklenmesi sık sorulur.,Rifaksimin asiti boşaltmaz; hedef bağırsak kaynaklı amonyak üretimini azaltmaktır.,"[""Hepatik ensefalopati"", ""Laktüloz tedavisi"", ""Amonyak""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-349-spot.topic"", ""text"": ""Hepatik ensefalopati tetikleyicisi""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-349-spot.keywords[0]"", ""text"": ""hepatik ensefalopati""}]"
v403-internal-medicine-hepatopulmoner-sendrom,Hepatopulmoner sendrom,"[""Hepatopulmoner sendrom""]",İç Hastalıkları,Gastroenteroloji-Göğüs / Siroz komplikasyonu,P1,0,Kronik karaciğer hastalığında intrapulmoner vasküler dilatasyonlara bağlı hipoksemi tablosudur.,Sirozlu hastada platipne-ortodeoksi ve oksijenlenme bozukluğu görülebilir. Portopulmoner hipertansiyondan farkı pulmoner vasküler dilatasyon ve şant mekanizmasının baskın olmasıdır.,Siroz + hipoksemi + intrapulmoner şant hepatopulmoner sendromu düşündürür.,Portopulmoner hipertansiyonda pulmoner arter basıncı artışı baskındır; hepatopulmonerde vazodilatasyon/şant öne çıkar.,"[""Siroz"", ""Hipoksemi"", ""Fizyolojik şant""]","[{""sourceFilePath"": ""src/data/cases.js::v164-new-018-hemoptizi-ve-hematuri-birlikteligi.clinicalFocus"", ""text"": ""Pulmoner-renal sendromda anti-GBM hastalığını tanıyıp hipoksemi ve hızlı böbrek etkileniminde başlangıç tedavi kombinasyonunu seçme.""}, {""sourceFilePath"": ""src/data/cases.js::v164-new-018-hemoptizi-ve-hematuri-birlikteligi.patientIntro.presentation"", ""text"": ""Kanlı balgam, hipoksemi, koyu renkli idrar ve hızlı böbrek fonksiyon bozulması vardır.""}]"
v403-internal-medicine-kolestatik-patern,Kolestatik patern,"[""Kolestatik patern""]",İç Hastalıkları,Gastroenteroloji / Karaciğer testleri,P1,14,ALP ve GGT yüksekliğinin AST/ALT’ye göre baskın olduğu karaciğer test paternidir.,Safra akımındaki intrahepatik veya ekstrahepatik bozulmayı düşündürür. İlk pratik ayrım safra yolu dilatasyonu var mı sorusudur; USG bu nedenle sık ilk basamak görüntülemedir.,ALP-GGT baskınsa safra yolu obstrüksiyonu açısından USG düşün.,Hepatoselüler paternde AST/ALT baskındır; kolestatik paternde ALP-GGT baskındır.,"[""ALP"", ""GGT"", ""Abdominal ultrasonografi""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-151-spot.explanation"", ""text"": ""PSC intrahepatik ve ekstrahepatik safra yollarında inflamatuvar fibrozis ve segmental darlıklar oluşturur. Ülseratif kolit ile güçlü ilişkisi sınavda klasik ipucudur. Kolestatik patern ALP/GGT yüksekliğiyle belirginleşir; hastalık kolanjit, siroz ve kolanjiyokarsinom riskini artırır.""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-171-spot.keywords[0]"", ""text"": ""kolestatik patern""}]"
v403-internal-medicine-hepatoseluler-patern,Hepatoselüler patern,"[""Hepatoselüler patern""]",İç Hastalıkları,Gastroenteroloji / Karaciğer testleri,P1,2,AST ve ALT yüksekliğinin ALP-GGT’ye göre baskın olduğu karaciğer hasarı paternidir.,"Viral hepatit, ilaç toksisitesi, iskemi veya otoimmün hepatit gibi hepatosit hasarı yapan süreçlerde görülür. Kolestatik paternden ayrımı tetkik sırasını ve ayırıcı tanıyı değiştirir.",AST/ALT baskınlığı hepatoselüler hasarı; ALP-GGT baskınlığı kolestazı düşündürür.,Kolestatik patern safra akımı bozukluğunu; hepatoselüler patern hepatosit hasarını öne çıkarır.,"[""AST"", ""ALT"", ""Otoimmün hepatit""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-171-extra.differentialNote"", ""text"": ""Hepatoselüler paternde AST/ALT baskındır; kolestatik paternde ALP-GGT baskınlığı görüntüleme ihtiyacını belirler.""}, {""sourceFilePath"": ""src/data/tusPearlInternalMedicine*Overrides.js::tus-pearl-internal-medicine-171-extra.differentialNote"", ""text"": ""Hepatoselüler paternde AST/ALT baskındır; kolestatik paternde ALP-GGT baskınlığı görüntüleme ihtiyacını belirler.""}]"
v403-internal-medicine-kronik-hastalik-anemisi,Kronik hastalık anemisi,"[""Kronik hastalık anemisi""]",İç Hastalıkları,Hematoloji / Anemi,P1,12,"Kronik inflamasyon, enfeksiyon veya maligniteye bağlı demirin kullanılamadığı normositer/mikrositer anemidir.","Hepcidin artışı demiri makrofajlarda tutar ve barsaktan demir emilimini azaltır; ferritin normal/yüksek, serum demiri düşük olabilir. Ayırıcı tanıda demir eksikliğinden ferritin ve TDBK ile ayrılır.",Düşük serum demiri + normal/yüksek ferritin kronik hastalık anemisini düşündürür.,Demir eksikliğinde ferritin düşüktür; kronik hastalık anemisinde inflamasyon ferritini yükseltebilir.,"[""Hepcidin"", ""Ferritin"", ""Total demir bağlama kapasitesi""]","[{""sourceFilePath"": ""src/data/cases.js::v192-new-304-halsizlik-ve-pika.learningTarget"", ""text"": ""Demir eksikliği anemisini talasemi taşıyıcılığı, kronik hastalık anemisi, sideroblastik anemi ve hemolizden ferritin-TDBK-transferrin satürasyonu paternine göre ayırma.""}, {""sourceFilePath"": ""src/data/cases.js::v192-new-304-halsizlik-ve-pika.diagnosis.explanation"", ""text"": ""Uzun süren yoğun adet kanaması, pika, konjonktival solukluk, kaşık tırnak, düşük MCV-MCHC, yüksek RDW, düşük ferritin, düşük serum demiri, yüksek TDBK ve düşük transferrin satürasyonu demir eksikliği anemisi için uyumlu bir patern oluşturur. Talasemi taşıyıcılığında ferritin genellikle düşük olmaz ve RDW çoğu kez bu kadar belirgin artmaz; kronik hastalık anemisinde TDBK tipik olarak düşük/normal seyreder.""}]"
v403-internal-medicine-retikulosit-indeksi,Retikülosit indeksi,"[""Retikülosit indeksi""]",İç Hastalıkları,Hematoloji / Anemi yorumu,P1,0,Anemide kemik iliğinin eritrosit üretim yanıtını düzeltilmiş şekilde değerlendiren ölçüdür.,"Düşük retikülosit yanıtı üretim bozukluğunu, yüksek yanıt hemoliz veya kan kaybına kompansasyonu düşündürür. Anemi algoritmasında MCV kadar retikülosit cevabı da temel karar noktasıdır.","Anemide retikülosit yüksekse kayıp/yıkım, düşükse üretim sorunu düşün.",Ham retikülosit yüzdesi anemi derecesine göre yanıltıcı olabilir; indeks düzeltilmiş yanıtı gösterir.,"[""Anemi"", ""Hemoliz"", ""Kemik iliği yetmezliği""]","[{""sourceFilePath"": ""src/data/cases.js::v164-new-014-purpura-ve-norolojik-bulgular.clinicalFocus"", ""text"": ""Mikroanjiyopatik hemolitik anemi, ağır trombositopeni ve organ etkilenimi paterninde TTP aciliyetini tanıma.""}, {""sourceFilePath"": ""src/data/cases.js::v164-new-014-purpura-ve-norolojik-bulgular.investigations[1].summary"", ""text"": ""Anemi ile ağır trombositopeninin birlikte olması, kanama bulguları ve hemoliz verileriyle birlikte TMA olasılığını yükseltir.""}]"
v403-internal-medicine-adamts13-eksikligi,ADAMTS13 eksikliği,"[""ADAMTS13 eksikliği""]",İç Hastalıkları,Hematoloji / Trombotik mikroanjiyopati,P1,23,vWF multimerlerini parçalayan ADAMTS13 proteazının eksikliği veya inhibitörle baskılanmasıdır.,"Büyük vWF multimerleri trombositleri mikrodamarlarda tüketir; MAHA, trombositopeni ve nörolojik/renal bulgular gelişebilir. TTP’de hızlı plazma değişimi hayat kurtarıcıdır.",MAHA + trombositopeni + nörolojik bulgu TTP/ADAMTS13 eksikliğini düşündürür.,DIC’de PT/aPTT uzayabilir; TTP’de koagülasyon testleri çoğu kez belirgin bozulmaz.,"[""TTP"", ""Mikroanjiyopatik hemolitik anemi"", ""Plazma değişimi""]","[{""sourceFilePath"": ""src/data/cases.js::v164-new-014-purpura-ve-norolojik-bulgular.diagnosis.answerFeedback.optionComparison.Düşük molekül ağırlıklı heparin başlamak"", ""text"": ""Heparin venöz tromboemboli yönetiminde kullanılır; burada temel sorun trombositten zengin mikrotrombüsler ve ADAMTS13 eksikliği/inhibitörü paternidir. Ağır trombositopeni varken antikoagülasyon ilk yaklaşım değildir.""}, {""sourceFilePath"": ""src/data/cases.js::v164-new-014-purpura-ve-norolojik-bulgular.diagnosis.answerFeedback.coreKnowledge"", ""text"": ""TTP, ciddi ADAMTS13 eksikliği/inhibitörü nedeniyle büyük vWF multimerlerinin parçalanamaması ve trombositten zengin mikrotrombüslerin oluşmasıyla MAHA, trombositopeni ve organ iskemisi yapar.""}]"
v403-internal-medicine-serbest-hafif-zincir,Serbest hafif zincir,"[""Serbest hafif zincir""]",İç Hastalıkları,Hematoloji / Plazma hücre bozukluğu,P1,8,İmmünoglobulinlerin kappa veya lambda hafif zincirlerinin serumda serbest dolaşan kısmıdır.,Plazma hücre hastalıklarında anormal hafif zincir üretimi böbrek hasarı ve amiloidozla ilişkili olabilir. Serum serbest hafif zincir oranı klonaliteyi değerlendirmeye yardım eder.,Miyelomda M proteini yanında serbest hafif zincir oranı klonaliteyi gösterir.,Albuminüri glomerüler protein kaybını; hafif zincir proteinürisi plazma hücre klonunu düşündürür.,"[""Multipl miyelom"", ""M proteini"", ""Bence Jones proteini""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-360-extra.keywords[2]"", ""text"": ""serbest hafif zincir""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-360-extra.back"", ""text"": ""Serum/idrarda protein elektroforezi-immünfiksasyon ve serum serbest hafif zincir analizi.""}]"
v403-internal-medicine-polimiyaljia-romatika,Polimiyaljia romatika,"[""Polimiyaljia romatika""]",İç Hastalıkları,Romatoloji / İnflamatuvar ağrı,P1,0,Yaşlı hastada omuz-kalça kuşağı ağrısı ve sabah tutukluğu ile giden inflamatuvar sendromdur.,Kas enzimleri genellikle normaldir; ağrı ve tutukluk proksimal kas güçsüzlüğünden çok periartiküler inflamasyonu yansıtır. Dev hücreli arteritle birlikteliği nedeniyle baş ağrısı ve görme semptomları sorgulanmalıdır.,Yaşlı + omuz/kalça kuşağı tutukluğu + yüksek ESR PMR lehinedir.,Polimiyozitte gerçek kas güçsüzlüğü ve CK yüksekliği beklenir.,"[""Dev hücreli arterit"", ""ESR"", ""Proksimal kas güçsüzlüğü""]","[{""sourceFilePath"": ""src/data/cases.js::v164-new-017-yeni-baslayan-temporal-bas-agrisi.clinicalFocus"", ""text"": ""Yaşlı hastada yeni başlangıçlı temporal baş ağrısı, çene klodikasyonu ve geçici görme semptomuyla dev hücreli arterit aciliyetini tanıma.""}, {""sourceFilePath"": ""src/data/cases.js::v164-new-017-yeni-baslayan-temporal-bas-agrisi.learningTarget"", ""text"": ""Dev hücreli arterit şüphesinde görme kaybını önlemek için tanısal doğrulama beklenmeden yüksek doz sistemik kortikosteroid başlanması gerektiğini ayırt etme.""}]"
v403-internal-medicine-cene-kladikasyonu,Çene kladikasyonu,"[""Çene kladikasyonu""]",İç Hastalıkları,Romatoloji / Vaskülit bulgusu,P1,0,Çiğneme sırasında çene kaslarında iskemiye bağlı ağrı ve yorgunluk hissidir.,Dev hücreli arteritte eksternal karotis dallarının tutulumu çiğneme sırasında kan akımını yetersiz bırakabilir. Yeni baş ağrısı ve yüksek ESR ile birlikte görme kaybı riskini düşündüren önemli ipucudur.,Yaşlı hastada çene kladikasyonu dev hücreli arterit için güçlü ipucudur.,Temporomandibular eklem ağrısı mekanik olabilir; çene kladikasyonu eforla iskemi paternindedir.,"[""Dev hücreli arterit"", ""ESR"", ""Ani görme kaybı riski""]","[{""sourceFilePath"": ""src/data/cases.js::v164-new-017-yeni-baslayan-temporal-bas-agrisi.clinicalFocus"", ""text"": ""Yaşlı hastada yeni başlangıçlı temporal baş ağrısı, çene klodikasyonu ve geçici görme semptomuyla dev hücreli arterit aciliyetini tanıma.""}, {""sourceFilePath"": ""src/data/cases.js::v164-new-017-yeni-baslayan-temporal-bas-agrisi.learningTarget"", ""text"": ""Dev hücreli arterit şüphesinde görme kaybını önlemek için tanısal doğrulama beklenmeden yüksek doz sistemik kortikosteroid başlanması gerektiğini ayırt etme.""}]"
v403-internal-medicine-gottron-papulleri,Gottron papülleri,"[""Gottron papülleri""]",İç Hastalıkları,Romatoloji / Dermatolojik bulgu,P1,0,El eklemleri üzerinde görülen violase papüler döküntülerdir ve dermatomiyozit için tipiktir.,MCP ve PIP eklemleri üzerinde yerleşen bu bulgu proksimal kas güçsüzlüğüyle birleştiğinde tanı değerini artırır. Soru köklerinde döküntü lokalizasyonu ayırıcıdır.,MCP/PIP üzerinde violase papül = Gottron; dermatomiyozit düşün.,RA nodülleri farklıdır; Gottron papülleri dermatomiyozit deri bulgusudur.,"[""Dermatomiyozit"", ""Heliotrop döküntü"", ""Proksimal kas güçsüzlüğü""]",[]
v403-internal-medicine-crest-sendromu,CREST sendromu,"[""CREST sendromu""]",İç Hastalıkları,Romatoloji / Sistemik skleroz,P1,0,"Sınırlı kutanöz sistemik sklerozla ilişkili kalsinozis, Raynaud, özofagus dismotilitesi, sklerodaktili ve telanjiektazi paternidir.",Antisentromer antikorla ilişkilidir ve pulmoner hipertansiyon riski taşıyabilir. Diffüz sistemik sklerozdan deri yayılımı ve otoantikor paterniyle ayrılır.,Raynaud + sklerodaktili + telanjiektazi CREST paternini düşündürür.,Diffüz sistemik sklerozda anti-Scl-70 ve interstisyel akciğer hastalığı riski daha belirgindir.,"[""Raynaud fenomeni"", ""Antisentromer antikor"", ""Sistemik skleroz""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-368-spot.front"", ""text"": ""Sistemik sklerozlu hastada ani ağır hipertansiyon ve akut böbrek yetmezliği gelişirse ilk tedavi önceliği nedir?""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-368-extra.keywords[0]"", ""text"": ""sistemik skleroz""}]"
v403-internal-medicine-gut-artriti,Gut artriti,"[""Gut artriti""]",İç Hastalıkları,Romatoloji / Kristal artriti,P1,0,Monosodyum ürat kristallerinin eklemde inflamasyon oluşturmasıdır.,"Ani başlayan şiddetli monoartrit, özellikle 1. MTP tutulumuyla klasikleşir. Polarizan mikroskopide negatif çift kırınımlı iğne kristaller tanıyı destekler.",Podagra + negatif çift kırınımlı iğne kristal gut lehinedir.,Pseudogutta CPPD kristalleri romboid ve pozitif çift kırınımlıdır.,"[""Podagra"", ""Ürik asit"", ""Monosodyum ürat kristali""]","[{""sourceFilePath"": ""src/data/cases.js::v167-new-049-kolik-yan-agrisi.learningTarget"", ""text"": ""Kalsiyum oksalat, ürik asit, strüvit, sistin ve kalsiyum fosfat taşlarını klinik-laboratuvar ipuçlarıyla karşılaştırma.""}, {""sourceFilePath"": ""src/data/cases.js::v167-new-049-kolik-yan-agrisi.diagnosis.options[1]"", ""text"": ""Ürik asit taşı""}]"
v403-internal-medicine-pseudogut,Pseudogut,"[""Pseudogut""]",İç Hastalıkları,Romatoloji / Kristal artriti,P1,0,Kalsiyum pirofosfat kristallerine bağlı akut inflamatuvar artrit tablosudur.,Diz gibi büyük eklemleri tutabilir; kondrokalsinozis eşlik edebilir. Polarizan mikroskopide pozitif çift kırınımlı romboid kristaller gut ayrımında öğretilir.,"Romboid, pozitif çift kırınımlı kristal pseudogut lehinedir.",Gut monosodyum ürat ve negatif çift kırınım; pseudogut CPPD ve pozitif çift kırınımdır.,"[""CPPD kristali"", ""Kondrokalsinozis"", ""Gut artriti""]",[]
v403-internal-medicine-sakroiliit,Sakroiliit,"[""Sakroiliit""]",İç Hastalıkları,Romatoloji / Spondiloartrit,P1,0,Sakroiliak eklem inflamasyonudur ve aksiyel spondiloartritlerin temel bulgusudur.,"İnflamatuvar bel ağrısı, sabah tutukluğu ve egzersizle rahatlama paterniyle birlikte değerlendirilir. HLA-B27 pozitifliği ve üveit/entezit gibi bulgular tanıyı destekleyebilir.",Genç hastada inflamatuvar bel ağrısı + sakroiliit ankilozan spondilit lehinedir.,Mekanik bel ağrısı istirahatle rahatlar; inflamatuvar bel ağrısı hareketle açılır.,"[""Ankilozan spondilit"", ""HLA-B27"", ""İnflamatuvar bel ağrısı""]",[]
v403-internal-medicine-fev1-fvc-dusuklugu,FEV1/FVC düşüklüğü,"[""FEV1/FVC düşüklüğü""]",İç Hastalıkları,Göğüs Hastalıkları / Solunum fonksiyon testi,P1,0,Birinci saniyedeki zorlu ekspiratuvar hacmin zorlu vital kapasiteye oranının azalmasıdır.,Obstrüktif akciğer hastalığında hava çıkışı zorlaştığı için FEV1 daha belirgin düşer ve oran azalır. KOAH tanısında bronkodilatör sonrası kalıcı düşük oran önemlidir.,FEV1/FVC düşükse obstrüktif patern düşün.,Restriktif hastalıkta FEV1 ve FVC birlikte azalır; oran normal/yüksek kalabilir.,"[""KOAH"", ""Astım"", ""Solunum fonksiyon testi""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-375-spot.topic"", ""text"": ""Ağır astımda magnezyum""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-375-spot.keywords[0]"", ""text"": ""ağır astım""}]"
v403-internal-medicine-kor-pulmonale,Kor pulmonale,"[""Kor pulmonale""]",İç Hastalıkları,Göğüs Hastalıkları-Kardiyoloji / Sağ kalp,P1,0,Akciğer hastalığı veya pulmoner hipertansiyona bağlı sağ ventrikül yapı/fonksiyon bozukluğudur.,"KOAH, interstisyel akciğer hastalığı veya kronik tromboemboli sağ ventrikül basınç yükünü artırabilir. Ödem, hepatomegali ve JVD sağ kalp yetmezliği bulgularıdır.",Kronik akciğer hastalığı + sağ kalp yetmezliği = kor pulmonale düşün.,Sol kalp yetmezliği kaynaklı sağ kalp etkilenimi kor pulmonale tanımının dışında değerlendirilir.,"[""Pulmoner hipertansiyon"", ""KOAH"", ""Sağ kalp yetmezliği""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-147-spot.topic"", ""text"": ""Pulmoner hipertansiyonda verapamil tuzağı""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-147-spot.keywords[0]"", ""text"": ""pulmoner hipertansiyon""}]"
v403-internal-medicine-cpap,CPAP,"[""CPAP""]",İç Hastalıkları,Göğüs Hastalıkları / Solunum desteği,P1,0,Sürekli pozitif havayolu basıncı sağlayarak üst havayolunu açık tutan solunum desteğidir.,Obstrüktif uyku apnesinde uyku sırasında havayolu kollapsını azaltır. Akut kardiyojenik pulmoner ödemde de alveol açılımına katkı sağlayabilir; bağlam tedavi hedefini belirler.,OSA’da CPAP mekanik olarak havayolunu açık tutar.,NIV/BiPAP inspiratuvar ve ekspiratuvar basınç desteği verir; CPAP tek düzey sürekli basınç sağlar.,"[""Obstrüktif uyku apnesi"", ""Noninvaziv ventilasyon"", ""Pulmoner ödem""]","[{""sourceFilePath"": ""src/data/cases.js::v163-new-002-acil-elektrolit-bozuklugu.investigations[3].result.values[1][3]"", ""text"": ""Belirgin pulmoner ödem yok""}, {""sourceFilePath"": ""src/data/cases.js::v163-new-002-acil-elektrolit-bozuklugu.investigations[3].result.rows[1][3]"", ""text"": ""Belirgin pulmoner ödem yok""}]"
v403-internal-medicine-transuda,Transüda,"[""Transüda""]",İç Hastalıkları,Göğüs-Gastro-Nefro / Sıvı analizi,P1,0,"Hidrostatik/onkotik basınç dengesizliğiyle oluşan, düşük proteinli efüzyon tipidir.","Kalp yetmezliği, siroz ve nefrotik sendrom gibi sistemik basınç/onkotik sorunlarda görülür. Light kriterleriyle eksüdadan ayrılır.",Plevral sıvıda transüda sistemik basınç/onkotik nedenleri düşündürür.,"Eksüda inflamasyon, malignite veya enfeksiyonla protein/LDH açısından daha zengindir.","[""Light kriterleri"", ""Plevral efüzyon"", ""Kalp yetmezliği""]","[{""sourceFilePath"": ""src/data/cases.js::v165-new-024-ates-ve-yeni-ufurum.exam[2]"", ""text"": ""Akciğerlerde bilateral dağınık raller vardır; periferik ödem veya belirgin sol kalp yetmezliği bulgusu saptanmaz.""}, {""sourceFilePath"": ""src/data/cases.js::v165-new-024-ates-ve-yeni-ufurum.investigations[4].result.values[1][1]"", ""text"": ""Minimal sağ plevral efüzyon""}]"
