id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceTextExamples
v399-biochemistry-mitokondriyal-dna,Mitokondriyal DNA,"[""Mitokondriyal DNA"", ""mtDNA"", ""mitochondrial DNA""]",Tıbbi Biyokimya,Mitokondriyal metabolizma,P0,Mitokondride bulunan ve oksidatif fosforilasyon proteinlerinin bir bölümünü kodlayan halkasal DNA’dır.,Mitokondriyal DNA çoğunlukla maternal kalıtılır ve heteroplazmi gösterebilir. Enerji ihtiyacı yüksek dokular mitokondriyal kusurlarda daha belirgin etkilenir.,Mitokondriyal hastalıklarda maternal kalıtım ve heteroplazmi önemli ipuçlarıdır.,Nükleer DNA Mendel kalıtımı izler; mtDNA çoğunlukla maternal geçiş gösterir.,"[""Maternal kalıtım"", ""Heteroplazmi"", ""Oksidatif fosforilasyon"", ""Laktik asidoz""]",8,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card Mitokondriyal kalıtım] explanation: Mitokondriyal DNA ovum sitoplazmasıyla aktarılır.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card Mitokondriyal kalıtım] keywords[0]: mitokondriyal DNA""}]"
v399-biochemistry-orta-zincirli-acil-coa-dehidrogenaz,Orta zincirli açil-CoA dehidrogenaz,"[""Orta zincirli açil-CoA dehidrogenaz"", ""MCAD"", ""medium-chain acyl-CoA dehydrogenase""]",Tıbbi Biyokimya,Yağ asidi oksidasyonu,P0,Orta zincirli yağ asitlerinin beta oksidasyonunda ilk dehidrogenasyon basamağını yapan enzimdir.,"MCAD kusurunda açlıkta yağ asitlerinden yeterli enerji ve keton üretilemez. Bebekte kusma, letarji, hipoketotik hipoglisemi ve ani kötüleşme bu mekanizmayla açıklanır.",Açlık sonrası hipoketotik hipoglisemi MCAD eksikliği için klasik paternlerden biridir.,CPT kusurları taşıma girişinde; MCAD kusuru matriks içi orta zincir oksidasyon basamağındadır.,"[""MCAD eksikliği"", ""Hipoketotik hipoglisemi"", ""Yağ asidi beta oksidasyonu"", ""Açlık hipoglisemisi""]",186,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v173-new-088-norolojik-bulgular-ve-laktik-asidoz] diagnosis.options[4]: Medium-chain acyl-CoA dehydrogenase aktivitesinin azalması""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v173-new-088-norolojik-bulgular-ve-laktik-asidoz] diagnosis.answerFeedback.optionComparison.Medium-chain acyl-CoA dehydrogenase aktivitesinin azalması: MCAD eksikliği açlık veya enfeksiyon sırasında hipoketotik hipoglisemiyle ortaya çıkan yağ asidi oksidasyon kusurudur. Burada kan glukozu normaldir ve ana patern karbonhidrat sonrası pirüvat türevlerinin artmasıdır.""}]"
v399-biochemistry-peroksizomal-beta-oksidasyon,Peroksizomal beta oksidasyon,"[""Peroksizomal beta oksidasyon"", ""peroxisomal beta oxidation"", ""peroksizomal β-oksidasyon""]",Tıbbi Biyokimya,Peroksizom metabolizması,P0,Çok uzun zincirli yağ asitlerinin peroksizomda kısaltılmasıdır.,Mitokondri çok uzun zincirli yağ asitlerini doğrudan etkili yıkamaz. Peroksizom bu yağ asitlerini kısaltır; peroksizomal hastalıklarda VLCFA birikimi ve nörolojik bulgular görülebilir.,VLCFA birikimi peroksizomal yağ asidi yıkım kusurunu düşündürür.,Mitokondriyal beta oksidasyon enerji üretimiyle; peroksizomal beta oksidasyon VLCFA kısaltmayla öne çıkar.,"[""VLCFA"", ""Zellweger sendromu"", ""Peroksizom"", ""Yağ asidi beta oksidasyonu""]",3,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-230-extra] back: VLCFA’ların peroksizomal beta oksidasyonla kısaltılması bozulur.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-230-extra] answer: VLCFA’ların peroksizomal beta oksidasyonla kısaltılması bozulur.""}]"
v399-biochemistry-piridoksal-fosfat,Piridoksal fosfat,"[""Piridoksal fosfat"", ""PLP"", ""pyridoxal phosphate"", ""aktif B6""]",Tıbbi Biyokimya,Vitamin / kofaktör,P0,Vitamin B6’nın aktif koenzim formudur.,"PLP transaminasyon, dekarboksilasyon ve transsülfürasyon reaksiyonlarında kullanılır. CBS ve bazı nörotransmitter sentez basamakları B6 bağımlı olduğu için eksiklikte nörolojik ve metabolik bulgular görülebilir.",B6 = PLP; transaminasyon ve CBS gibi aminoasit reaksiyonlarında sık sorulur.,B12 metiyonin sentaz/metilmalonil-CoA mutaz için; B6 transaminasyon ve CBS için önemlidir.,"[""Sistatiyonin beta-sentaz"", ""Transaminasyon"", ""GABA sentezi"", ""Homosistein""]",36,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v189-new-282-cig-yumurta-tuketimi-sonrasi-dermatit] diagnosis.answerFeedback.optionComparison.Transaminasyon reaksiyonları: Transaminasyon reaksiyonları çoğunlukla piridoksal fosfatla ilişkilidir. Biotin eksikliğiyle beklenen organik asit/açilkarnitin paterni transaminazlardan çok karboksilazları destekler.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v189-new-282-cig-yumurta-tuketimi-sonrasi-dermatit] diagnosis.answerFeedback.whyWrong.Transaminasyon reaksiyonları: Transaminasyon reaksiyonları çoğunlukla piridoksal fosfatla ilişkilidir. Biotin eksikliğiyle beklenen organik asit/açilkarnitin paterni transaminazlardan çok karboksilazları destekler.""}]"
v399-biochemistry-piruvat-dehidrogenaz-kofaktorleri,Piruvat dehidrogenaz kofaktörleri,"[""Piruvat dehidrogenaz kofaktörleri"", ""PDH kofaktörleri"", ""TPP lipoik asit FAD NAD CoA""]",Tıbbi Biyokimya,Vitamin / enerji metabolizması,P0,"Piruvat dehidrogenaz kompleksinin çalışması için gereken TPP, lipoik asit, FAD, NAD⁺ ve CoA grubudur.","Bu kofaktörler tiamin, lipoat, riboflavin, niasin ve pantotenik asit bilgisini aynı enzim kompleksinde birleştirir. PDH kusuru veya tiamin eksikliği laktik asidoz ve nörolojik bulgularla ilişkilidir.","PDH kofaktörleri klasik ezber: TPP, lipoik asit, FAD, NAD⁺, CoA.",Piruvat karboksilaz biotin bağımlıdır; PDH çoklu B vitamini kofaktörü kullanır.,"[""Piruvat dehidrogenaz"", ""Tiamin pirofosfat"", ""Lipoik asit"", ""NAD+""]",4,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case ai-spot-vakasiz-secki-063-piruvat-dehidrogenaz-kofaktorleri] listTitle: Piruvat dehidrogenaz kofaktörleri""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case ai-spot-vakasiz-secki-063-piruvat-dehidrogenaz-kofaktorleri] cardTitle: Piruvat dehidrogenaz kofaktörleri""}]"
v399-biochemistry-piruvat-karboksilaz,Piruvat karboksilaz,"[""Piruvat karboksilaz"", ""pyruvate carboxylase""]",Tıbbi Biyokimya,Glukoneogenez / anaplerotik reaksiyon,P0,Piruvatı oksaloasetata çeviren biotin bağımlı mitokondriyal enzimdir.,"Piruvat karboksilaz glukoneogenez başlangıcı ve sitrik asit döngüsüne ara ürün doldurma açısından önemlidir. Asetil-CoA tarafından aktive edilmesi, yağ asidi yıkımıyla glukoz üretimi arasındaki bağlantıyı gösterir.",Piruvat karboksilaz biotin bağımlıdır ve asetil-CoA ile aktive olur.,Piruvat dehidrogenaz piruvatı asetil-CoA’ya götürür; piruvat karboksilaz oksaloasetata götürür.,"[""Biotin"", ""Oksaloasetat"", ""Glukoneogenez"", ""Asetil-CoA""]",83,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v173-new-088-norolojik-bulgular-ve-laktik-asidoz] diagnosis.options[3]: Pirüvat karboksilaz aktivitesinin azalması""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v173-new-088-norolojik-bulgular-ve-laktik-asidoz] diagnosis.answerFeedback.optionComparison.Pirüvat karboksilaz aktivitesinin azalması: Pirüvat karboksilaz biotin bağımlı olarak pirüvatı oksaloasetata çevirir; eksikliğinde laktik asidoz görülebilir. Ancak bu vakada karbonhidrat sonrası pirüvatın asetil-KoA girişindeki blokla uyumlu laktat-alanin-pirüvat paterni ve üst-normal laktat/pirüvat oranı PDH defektini daha iyi destekler.""}]"
v399-biochemistry-porfirin-sentezi,Porfirin sentezi,"[""Porfirin sentezi"", ""heme biosynthesis"", ""hem sentezi"", ""porphyrin synthesis""]",Tıbbi Biyokimya,Hem metabolizması,P0,Glisin ve süksinil-CoA’dan başlayarak hem üretimine giden mitokondri-sitozol ortak yoludur.,"Hem sentezinde basamak kusurları farklı porfiria tabloları oluşturur. Nörovisseral bulgular, fotosensitivite veya idrar renk değişikliği hangi ara metabolitin biriktiğine göre değişir.",Porfiriler hem sentez basamak kusurlarıdır; biriken prekürsör klinik fenotipi belirler.,Hem yıkımı bilirubin yoludur; porfirin sentezi hem üretim yoludur.,"[""ALA sentaz"", ""Porfobilinojen"", ""Üroporfirinojen dekarboksilaz"", ""Akut intermittan porfiri""]",49,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v186-new-238-bakla-sonrasi-sarilik-ve-koyu-idrar] diagnosis.answerFeedback.optionComparison.Ferroşelataz aktivitesinin azalması: Ferroşelataz eksikliği hem sentezinin son basamağını etkileyerek porfiri/sideroblastik paternle ilişkilidir; akut oksidatif hemoliz ve Heinz cisimciği bu mekanizmayla açıklanmaz.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v186-new-238-bakla-sonrasi-sarilik-ve-koyu-idrar] diagnosis.answerFeedback.whyWrong.Ferroşelataz aktivitesinin azalması: Ferroşelataz eksikliği hem sentezinin son basamağını etkileyerek porfiri/sideroblastik paternle ilişkilidir; akut oksidatif hemoliz ve Heinz cisimciği bu mekanizmayla açıklanmaz.""}]"
v399-biochemistry-porfobilinojen,Porfobilinojen,"[""Porfobilinojen"", ""PBG"", ""porphobilinogen""]",Tıbbi Biyokimya,Hem metabolizması,P0,ALA’dan oluşan ve porfirin halkasına giden erken hem sentezi ara ürünüdür.,"Akut intermittan porfiride porfobilinojen deaminaz kusuru nedeniyle PBG ve ALA artar. Atakta karın ağrısı, nöropsikiyatrik bulgu ve koyulaşan idrar ipucu olabilir.",Akut intermittan porfiride ALA ve porfobilinojen artışı beklenir.,Porfobilinojen akut nörovisseral porfirilerle; üroporfirinler daha çok kutanöz fotosensitiviteyle ilişkilidir.,"[""Porfobilinojen deaminaz"", ""Akut intermittan porfiri"", ""ALA"", ""Hem sentezi""]",107,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case ai-spot-vakasiz-secki-193] options[0].text: Porfobilinojen deaminaz eksikliğiyle ALA ve porfobilinojen birikmesi""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case ai-spot-vakasiz-secki-193] correctOptionText: Porfobilinojen deaminaz eksikliğiyle ALA ve porfobilinojen birikmesi""}]"
v399-biochemistry-porfobilinojen-deaminaz,Porfobilinojen deaminaz,"[""Porfobilinojen deaminaz"", ""PBG deaminaz"", ""hydroxymethylbilane synthase""]",Tıbbi Biyokimya,Hem metabolizması,P0,Porfobilinojeni hidroksimetilbilana dönüştüren hem sentezi enzimidir.,Eksikliği akut intermittan porfiriye yol açar. Hem sentez yolu tıkandığında ALA ve PBG birikir; karın ağrısı ve nörolojik bulgular bu prekürsör toksisitesiyle ilişkilidir.,Akut intermittan porfirinin klasik enzim kusuru porfobilinojen deaminazdır.,Porphyria cutanea tarda üroporfirinojen dekarboksilaz kusurudur; AIP PBG deaminaz kusurudur.,"[""Akut intermittan porfiri"", ""Porfobilinojen"", ""ALA"", ""Hem feedback inhibisyonu""]",53,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case ai-spot-vakasiz-secki-193] options[0].text: Porfobilinojen deaminaz eksikliğiyle ALA ve porfobilinojen birikmesi""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case ai-spot-vakasiz-secki-193] correctOptionText: Porfobilinojen deaminaz eksikliğiyle ALA ve porfobilinojen birikmesi""}]"
v399-biochemistry-prolin-lizin-hidroksilasyonu,Prolin-lizin hidroksilasyonu,"[""Prolin-lizin hidroksilasyonu"", ""proline lysine hydroxylation"", ""kollajen hidroksilasyonu""]",Tıbbi Biyokimya,Bağ dokusu biyokimyası,P0,Kollajen sentezinde prolin ve lizin artıklarının C vitamini bağımlı hidroksillenmesidir.,Bu hidroksilasyon üçlü heliks stabilitesi ve kollajen dayanıklılığı için gereklidir. C vitamini eksikliğinde skorbüt bulguları bu basamağın aksamasıyla oluşur.,Skorbütte temel sorun kollajen hidroksilasyonunun bozulmasıdır.,Ehlers-Danlos bazı tiplerde kollajen işlenmesi/çapraz bağ sorunlarıyla; skorbüt C vitamini eksikliğiyle ayrılır.,"[""Vitamin C"", ""Hidroksiprolin"", ""Hidroksilizin"", ""Skorbüt""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-purin-kurtarma-yolu,Purin kurtarma yolu,"[""Purin kurtarma yolu"", ""purine salvage pathway"", ""salvage pathway""]",Tıbbi Biyokimya,Nükleotid metabolizması,P0,Serbest pürin bazlarının yeniden nükleotide dönüştürüldüğü enerji tasarruflu yoldur.,"HGPRT ve APRT gibi enzimler bazları PRPP ile birleştirir. HGPRT kusurunda hipoksantin/guanin kurtarılamaz, PRPP artışı de novo sentezi tetikler ve ürik asit yükselir.",Lesch-Nyhan mantığı purin kurtarma yolunun kaybıdır.,De novo sentez sıfırdan yapım; salvage yol geri kazanımdır.,"[""HGPRT"", ""PRPP"", ""Ürik asit"", ""Lesch-Nyhan sendromu""]",53,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v194-new-316-gunesle-artan-dokuntu-ve-ataksi] diagnosis.options[2]: Pürin kurtarma yolunda hipoksantin kullanımında bozukluk""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v195-new-343-erkek-cocukta-kendini-isirma-ve-urik-asit-yuksekligi] question: Bu çocukta pürin kurtarma yolundaki temel enzim defekti hangisidir?""}]"
v399-biochemistry-seruloplazmin,Seruloplazmin,"[""Seruloplazmin"", ""ceruloplasmin""]",Tıbbi Biyokimya,Bakır / demir metabolizması,P0,Bakırı plazmada taşıyan ve demir oksidasyonuna da katkı sağlayan karaciğer kaynaklı proteindir.,Wilson hastalığında seruloplazmin düzeyi düşebilir; bakır dokularda birikir. Seruloplazmin aynı zamanda Fe²⁺’yi Fe³⁺ formuna oksitleyerek transferrine yüklenmeyi kolaylaştırır.,Wilson’da düşük seruloplazmin + bakır birikimi klasik biyokimya ipucudur.,Menkes bakır emilim/taşıma kusurudur; Wilson bakır atılım kusurudur.,"[""Wilson hastalığı"", ""Bakır metabolizması"", ""Kayser-Fleischer halkası"", ""ATP7B""]",95,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card Wilson hastalığı] keywords[3]: seruloplazmin düşük""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card Wilson hastalığı] extraQuestion: Vaka kökünde Wilson, Kayser-Fleischer ve seruloplazmin düşük birlikte verilirse hangi yapı, hücre veya anatomik ilişki öncelikle düşünülür?""}]"
v399-biochemistry-tetrahidrofolat,Tetrahidrofolat,"[""Tetrahidrofolat"", ""THF"", ""tetrahydrofolate""]",Tıbbi Biyokimya,Tek karbon metabolizması,P0,Folatın tek karbon birimlerini taşıyan aktif koenzim formudur.,"THF pürin sentezi, timidilat sentezi ve metiyonin-homosistein döngüsünde tek karbon transferlerini sağlar. Eksikliği DNA sentezini aksatarak megaloblastik anemi yapar.",Folat/THF tek karbon transferi ve DNA sentezi için kritiktir.,B12 eksikliğinde folat THF formlarına geri dönemeyebilir; bu folat tuzağıdır.,"[""Folat tuzağı"", ""Timidilat sentezi"", ""Pürin sentezi"", ""Megaloblastik anemi""]",70,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v168-new-054-tromboz-egilimi-olan-ergen] diagnosis.options[3]: Methylenetetrahydrofolate reductase (MTHFR) eksikliği""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v168-new-054-tromboz-egilimi-olan-ergen] diagnosis.answerFeedback.optionComparison.Methylenetetrahydrofolate reductase (MTHFR) eksikliği: MTHFR, 5-metil-THF sağlayarak remetilasyonu destekler. MTHFR kusurunda metiyonin artışı beklenmez; lens subluksasyonu ile metiyonin-homosistein birlikte yüksekliği transsülfürasyon blokajını daha güçlü gösterir.""}]"
v399-biochemistry-tip-kollajen,Tip III kollajen,"[""Tip III kollajen"", ""type III collagen""]",Tıbbi Biyokimya,Bağ dokusu biyokimyası,P0,"Damar duvarı, deri ve iç organ stromasında önemli olan kollajen tipidir.","Vasküler Ehlers-Danlos sendromunda tip III kollajen kusuru damar ve organ rüptürü riskini artırır. Sınavda ince deri, kolay morarma ve arter rüptürü paternleriyle sorulabilir.",Vasküler Ehlers-Danlos = tip III kollajen kusuru.,Osteogenezis imperfekta tip I kollajen; vasküler EDS tip III kollajenle ilişkilidir.,"[""Ehlers-Danlos sendromu"", ""Kollajen"", ""Damar rüptürü"", ""Bağ dokusu""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-vlcfa,VLCFA,"[""VLCFA"", ""çok uzun zincirli yağ asitleri"", ""very long-chain fatty acids""]",Tıbbi Biyokimya,Peroksizom metabolizması,P0,Peroksizomal yıkıma ihtiyaç duyan çok uzun zincirli yağ asitleridir.,VLCFA birikimi Zellweger spektrumu veya peroksizomal biyogenez/oksidasyon kusurlarında önemli ipucudur. Nörolojik bulgular ve dismorfik özelliklerle birlikte sorulabilir.,VLCFA artışı peroksizom kusurunu akla getirir.,Orta zincir yağ asidi kusurları MCAD ile; çok uzun zincirli yağ asitleri peroksizomla ilişkilidir.,"[""Peroksizomal beta oksidasyon"", ""Zellweger sendromu"", ""Adrenolökodistrofi"", ""Peroksizom""]",20,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card Zellweger sendromu] explanation: Zellweger spektrumunda peroksizomal fonksiyon bozulur ve çok uzun zincirli yağ asitleri birikir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card Zellweger sendromu] keywords[2]: VLCFA""}]"
v399-biochemistry-uroporfirinojen-dekarboksilaz,Üroporfirinojen dekarboksilaz,"[""Üroporfirinojen dekarboksilaz"", ""uroporphyrinogen decarboxylase"", ""UROD""]",Tıbbi Biyokimya,Hem metabolizması,P0,Üroporfirinojeni koproporfirinojene çeviren hem sentezi enzimidir.,Eksikliği porphyria cutanea tarda ile ilişkilidir. Fotosensitivite ve ciltte bül gelişimi daha çok porfirinlerin ışıkla reaksiyona girmesiyle açıklanır.,PCT’nin klasik enzimi üroporfirinojen dekarboksilazdır.,AIP nörovisseral ALA/PBG artışıyla; PCT kutanöz fotosensitiviteyle öne çıkar.,"[""Porphyria cutanea tarda"", ""Porfirin sentezi"", ""Fotosensitivite"", ""Hem sentezi""]",48,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case ai-spot-vakasiz-secki-193] options[3].text: Üroporfirinojen dekarboksilaz eksikliğiyle yalnız fotosensitivite gelişmesi""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case ai-spot-vakasiz-secki-193] optionFeedback.Üroporfirinojen dekarboksilaz eksikliğiyle yalnız fotosensitivite gelişmesi: Yanlıştır. Üroporfirinojen dekarboksilaz eksikliği porfiria cutanea tarda ile ilişkilidir ve fotosensitivite ön plandadır. Akut intermittan porfirinin nörovisseral mekanizması değildir.""}]"
v399-biochemistry-ala-dehidrataz,ALA dehidrataz,"[""ALA dehidrataz"", ""aminolevulinat dehidrataz"", ""ALAD""]",Tıbbi Biyokimya,Hem metabolizması,P1,İki ALA molekülünü porfobilinojene dönüştüren hem sentezi enzimidir.,ALA dehidrataz sitozolde çalışır ve kurşun tarafından inhibe edilebilir. İnhibisyon ALA birikimi ve hem sentezi bozukluğu ile sonuçlanır.,Kurşun ALA dehidrataz ve ferrokelatazı inhibe eder.,ALA sentaz hız kısıtlayıcı başlangıçtır; ALA dehidrataz ALA’dan PBG oluşumudur.,"[""Delta-aminolevulinik asit"", ""Porfobilinojen"", ""Kurşun zehirlenmesi"", ""Hem sentezi""]",1,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-241-extra] differentialNote: Kurşun zehirlenmesi ALA dehidrataz ve ferroşelatazı etkileyerek ALA artışı yapabilir; AIP’nin klasik enzimi PBG deaminazdır.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-241-extra] differentialNote: Kurşun zehirlenmesi ALA dehidrataz ve ferroşelatazı etkileyerek ALA artışı yapabilir; AIP’nin klasik enzimi PBG deaminazdır.""}]"
v399-biochemistry-atp-sentaz,ATP sentaz,"[""ATP sentaz"", ""ATP synthase"", ""kompleks V""]",Tıbbi Biyokimya,Mitokondriyal enerji metabolizması,P1,Proton gradyentini kullanarak ADP’den ATP üreten mitokondriyal enzim kompleksidir.,İç mitokondriyal membran boyunca protonlar ATP sentazdan geri akarken ATP sentezi gerçekleşir. Bu yapı oksidatif fosforilasyonun son enerji üretim basamağıdır.,Proton gradyenti ATP sentazdan geçerek ATP üretir.,Elektron taşıma zinciri gradyent oluşturur; ATP sentaz gradyenti ATP’ye çevirir.,"[""Elektron taşıma zinciri"", ""Proton gradyenti"", ""Oksidatif fosforilasyon"", ""ADP""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-akcaagac-surubu-kokusu,Akçaağaç şurubu kokusu,"[""Akçaağaç şurubu kokusu"", ""maple syrup odor"", ""tatlı idrar kokusu""]",Tıbbi Biyokimya,Metabolik patern,P1,MSUD’de biriken dallı zincirli metabolitlerle ilişkili karakteristik tatlı idrar/vücut kokusudur.,"Koku tek başına tanı değildir; beslenme bozukluğu, letarji ve dallı zincirli aminoasit/ketoasit birikimi ile birlikte anlamlıdır. Sınavda MSUD için güçlü ipucudur.",Yenidoğanda tatlı idrar kokusu + letarji = MSUD düşün.,Terli ayak kokusu izovalerik asidemiyle daha uyumludur; akçaağaç kokusu MSUD ipucudur.,"[""MSUD"", ""Dallı zincirli aminoasitler"", ""Lösin toksisitesi"", ""BCKD kompleksi""]",28,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v176-new-117-yenidoganda-beslenme-bozulmasi-ve-ozel-idrar-kokusu] diagnosis.evidenceChain[1].text: İdrarda tatlımsı/akçaağaç şurubu kokusu MSUD için klasik klinik ipucudur.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v176-new-117-yenidoganda-beslenme-bozulmasi-ve-ozel-idrar-kokusu] diagnosis.optionComparison.Branched-chain alpha-ketoacid dehydrogenase kompleks eksikliği: BCKDH kompleksi lösin, izolösin ve valinden oluşan dallı zincirli aminoasitlerin alfa-ketoasitlerinin oksidatif dekarboksilasyonunu yapar. Eksiklikte dallı zincirli aminoasitler ve ketoasitleri birikir; yenidoğanda letarji, beslenme bozulması, metabolik asidoz ve tatlı/akçaağaç şurubu kokusu gelişir.""}]"
