id,term,aliases,category,subcategory,priority,occurrenceCount,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,sourceTextExamples
v405-general-surgery-perkutan-kolesistostomi,Perkütan kolesistostomi,"[""Perkütan kolesistostomi"", ""perkütan kolesistostomi"", ""kolesistostomi""]",Genel Cerrahi,Akut kolesistit / yüksek riskli hasta,P1,30,Safra kesesinin ciltten kateterle boşaltılmasıdır.,"Perkütan kolesistostomi, ameliyat riski yüksek ve sepsis/akut kolesistit kontrolü gereken hastada köprü veya kaynak kontrol yöntemi olabilir. Definitif tedavi değildir; uygun hastada kolesistektomi planı ayrıca düşünülür.",Yüksek cerrahi riskli akut kolesistitte perkütan kolesistostomi geçici kaynak kontrol sağlayabilir.,Genç ve düşük riskli tipik akut kolesistitte standart yaklaşım erken laparoskopik kolesistektomidir.,"[""Akut kolesistit"", ""Kaynak kontrolü"", ""Safra kesesi""]","[{""sourceFilePath"": ""src/data/cases.js::v168-new-059-ates-ve-sarilikla-basvuran-hasta.diagnosis.options[2]"", ""text"": ""Perkütan kolesistostomiyi koledok kaynak kontrolü yerine ilk seçenek yapmak""}, {""sourceFilePath"": ""src/data/cases.js::v168-new-059-ates-ve-sarilikla-basvuran-hasta.diagnosis.answerFeedback.optionComparison.Perkütan kolesistostomiyi koledok kaynak kontrolü yerine ilk seçenek yapmak"", ""text"": ""Perkütan kolesistostomi akut kolesistit veya safra kesesi drenajı gereken seçilmiş yüksek riskli hastalarda kullanılabilir. Bu vakada sorun koledok obstrüksiyonu olduğundan safra kesesini drene etmek koledok kaynak kontrolünün yerine geçmez.""}]"
v405-general-surgery-ca-19-9,CA 19-9,"[""CA 19-9"", ""CA19-9""]",Genel Cerrahi,Tümör belirteci / pankreas,P1,28,Pankreas ve biliyer sistem malignitelerinde izlemde kullanılabilen karbonhidrat antijenidir.,"CA 19-9 pankreas kanserinde yükselebilir, ancak kolestaz ve inflamasyonda da artabileceği için tek başına tanı koydurmaz. Tanı görüntüleme ve histopatolojiyle desteklenir; belirteç daha çok takip ve yanıt değerlendirmesinde değerlidir.",CA 19-9 yüksekliği pankreas kanserini destekleyebilir ama tek başına kesin tanı değildir.,CEA kolorektal kanserde izlemde daha çok kullanılır; CA 19-9 pankreatobiliyer tümörlerle ilişkilidir.,"[""Pankreas başı kanseri"", ""Ağrısız sarılık"", ""Biliyer obstrüksiyon""]","[{""sourceFilePath"": ""src/data/cases.js::v194-new-328-agrisiz-sarilik-ve-kilo-kaybi.investigations[4].summary"", ""text"": ""CA 19-9 obstrüksiyon varlığında tek başına tanı koydurmaz; görüntüleme ve klinik tabloyla birlikte destekleyici bilgi sağlar.""}, {""sourceFilePath"": ""src/data/cases.js::v194-new-328-agrisiz-sarilik-ve-kilo-kaybi.investigations[4].clinicalMeaning"", ""text"": ""CA 19-9 obstrüksiyon varlığında tek başına tanı koydurmaz; görüntüleme ve klinik tabloyla birlikte destekleyici bilgi sağlar.""}]"
v405-general-surgery-perforasyon-riski,Perforasyon riski,"[""Perforasyon riski"", ""perforasyon riski""]",Genel Cerrahi,Akut karın / komplikasyon riski,P1,26,İçi boş organ duvarının delinme olasılığının artmasıdır.,"Perforasyon riski divertikülit, obstrüksiyon, iskemi, ülser veya tümörlerde cerrahi karar eşiğini yükseltir. Peritonit, serbest hava veya sistemik bozulma gelişirse kaynak kontrolü acilleşir.",Perforasyon riski artıyorsa konservatif izlem güvenli olmayabilir.,Basit inflamasyon izlenebilir; serbest hava veya yaygın peritonit perforasyon lehinedir.,"[""Pnömoperitoneum"", ""Peritonit"", ""Acil laparotomi""]","[{""sourceFilePath"": ""src/data/cases.js::v189-new-293-karin-sisligi-ve-gaz-cikaramama.diagnosis.answerFeedback.optionComparison.Oral laksatif ve lavmanla evde boşaltım denemesi"", ""text"": ""Laksatif/lavman kapalı loop obstrüksiyonunda distansiyonu artırabilir ve perforasyon riskini yükseltebilir. Basit konstipasyonda düşünülebilirken bu grafi ve boş rektum bulgularıyla uygun değildir.""}, {""sourceFilePath"": ""src/data/cases.js::v189-new-293-karin-sisligi-ve-gaz-cikaramama.diagnosis.answerFeedback.optionComparison.Elektif kolon pasaj grafisini bekleyerek ileri işlemi ertelemek"", ""text"": ""Kolon pasaj çalışması kronik konstipasyon değerlendirmesinde kullanılabilir; akut kapalı loop obstrüksiyonunda karar geciktirici bir testtir ve iskemi/perforasyon riskini artırabilir.""}]"
v405-general-surgery-sivi-resusitasyonu,Sıvı resüsitasyonu,"[""Sıvı resüsitasyonu"", ""sıvı resüsitasyonu"", ""resüsitasyon sıvısı""]",Genel Cerrahi,Acil cerrahi destek,P1,26,Dolaşım bozukluğu veya hipovolemide intravasküler hacmi düzeltmeye yönelik sıvı verilmesidir.,"Genel cerrahi acillerinde sıvı resüsitasyonu antibiyotik, analjezi ve kaynak kontrolüyle birlikte yürür. Sepsis, pankreatit, obstrüksiyon ve travmada perfüzyonu düzeltir; ancak definitif kaynak kontrolünün yerine geçmez.",Şok veya sepsis bulgusunda sıvı resüsitasyonu ilk stabilizasyon basamaklarındandır.,Kalp yetmezliği gibi durumlarda sıvı yanıtı dikkatle izlenir; her hastaya sınırsız sıvı verilmez.,"[""Hemodinamik instabilite"", ""Kaynak kontrolü"", ""Septik şok""]","[{""sourceFilePath"": ""src/data/cases.js::v167-new-047-ates-ve-sag-ust-kadran-agrisi.diagnosis.answerFeedback.managementSteps[0]"", ""text"": ""İlk dakikalarda damar yolu, sıvı resüsitasyonu, kan kültürü ve geniş spektrumlu antibiyotik başlanır.""}, {""sourceFilePath"": ""src/data/cases.js::v168-new-059-ates-ve-sarilikla-basvuran-hasta.diagnosis.answerFeedback.managementSteps[0]"", ""text"": ""Hava yolu, dolaşım, geniş damar yolu, sıvı resüsitasyonu ve gerekirse vazopressör desteği değerlendirilir.""}]"
v405-general-surgery-agrisiz-sarilik,Ağrısız sarılık,"[""Ağrısız sarılık"", ""ağrısız sarılık""]",Genel Cerrahi,Pankreatobiliyer onkoloji,P1,20,Karın ağrısı olmadan gelişen sarılık tablosudur; özellikle malign obstrüksiyon açısından uyarıcıdır.,"Ağrısız sarılık genel cerrahi ve gastroenteroloji sorularında pankreas başı kanseri, periampuller tümör veya kolanjiyokarsinom gibi malign obstrüksiyonları düşündürür. Ateş ve kolik ağrı yoksa taş-kolanjit paterninden ayrılır.",Ağrısız sarılık + kilo kaybı = malign biliyer obstrüksiyon düşün.,Ağrılı sarılık safra taşı/kolanjit yönünde; ağrısız progresif sarılık malign obstrüksiyon yönünde daha öğreticidir.,"[""Pankreas başı kanseri"", ""Courvoisier bulgusu"", ""CA 19-9""]","[{""sourceFilePath"": ""src/data/cases.js::v194-new-328-agrisiz-sarilik-ve-kilo-kaybi.title"", ""text"": ""Ağrısız sarılık ve kilo kaybı""}, {""sourceFilePath"": ""src/data/cases.js::v194-new-328-agrisiz-sarilik-ve-kilo-kaybi.chiefComplaint"", ""text"": ""Ağrısız sarılık, kaşıntı ve kilo kaybı""}]"
v405-general-surgery-apendikuler-apse,Apendiküler apse,"[""Apendiküler apse"", ""apendiküler apse"", ""periappendiküler apse"", ""appendiküler apse""]",Genel Cerrahi,Akut apandisit komplikasyonu,P1,18,Perfore veya kapalı apandisit sonrası apendiks çevresinde sınırlı enfeksiyon koleksiyonudur.,Apendiküler apse komplike apandisit spektrumundadır. Genel cerrahi kararında stabil hastada antibiyotik ve görüntüleme eşliğinde drenaj düşünülebilir; yaygın peritonit varsa acil cerrahi öncelik kazanır.,"Apandisit + sınırlı apse/flegmon, basit akut apandisitten farklı yönetilir.",Yaygın peritonit veya sepsis varsa “bekle-drenaj” güvenli olmayabilir; kaynak kontrolü gerekir.,"[""Akut apandisit"", ""Perfore apandisit"", ""Kaynak kontrolü""]","[{""sourceFilePath"": ""src/data/cases.js::ai-spot-vakasiz-secki-128.options[4].text"", ""text"": ""Akut apandisit sonrası gelişen periapendiküler apseyle eş anlamlıdır""}, {""sourceFilePath"": ""src/data/cases.js::ai-spot-vakasiz-secki-128.explanation"", ""text"": ""Doğru cevap B’dir. Pankreatik psödokist, pankreatit veya pankreatik travma sonrası pankreatik enzimlerden zengin sıvının fibröz/granülasyon dokusu ile çevrilmesi sonucu oluşur. Gerçek kistlerden farklı olarak epitel döşemesi yoktur. Her psödokist acil cerrahi gerektirmez; semptom, boyut, süre, enfeksiyon, kanama, rüptür veya obstrüksiyon gibi komplikasyonlara göre izlem ya da drenaj kararı verilir. Safra içeriği veya apendiküler apse ile eş anlamlı değildir. Pankreatik psödokist çoğunlukla akut veya kronik pankr...""}]"
v405-general-surgery-heparinizasyon,Heparinizasyon,"[""Heparinizasyon"", ""heparinizasyon"", ""heparin başlanması""]",Genel Cerrahi,Vasküler cerrahi / antikoagülasyon,P1,16,Tromboz veya embolinin ilerlemesini önlemek için sistemik heparin verilmesidir.,Akut ekstremite iskemisinde kontrendikasyon yoksa erken heparinizasyon yeni trombüs oluşumunu ve embolinin ilerlemesini azaltır. Bu basamak revaskülarizasyonun yerine geçmez; zaman kazandıran köprü tedavidir.,"Akut arter tıkanıklığında heparin başla, ardından hızlı revaskülarizasyon planla.",Kanama/ruptür şüphesi varsa antikoagülasyon kararı farklılaşır; her vasküler acilde otomatik değildir.,"[""Akut ekstremite iskemisi"", ""Embolektomi"", ""Revaskülarizasyon""]","[{""sourceFilePath"": ""src/data/cases.js::v177-new-127-ani-bacak-agrisi-ve-sogukluk.diagnosis.explanation"", ""text"": ""Bu olguda atriyal fibrilasyon ve yetersiz antikoagülasyon zemininde ani başlayan ağrı, soğuk-soluk ekstremite, distal nabız kaybı, parestezi ve motor güç kaybı akut ekstremite iskemisini düşündürür. Nörolojik defisit ekstremitenin tehdit altında olduğunu gösterdiğinden sistemik heparinizasyon başlatılmalı ve acil vasküler cerrahi değerlendirme ile revaskülarizasyon hazırlığı geciktirilmemelidir.""}, {""sourceFilePath"": ""src/data/cases.js::v177-new-127-ani-bacak-agrisi-ve-sogukluk.diagnosis.answerFeedback.summary"", ""text"": ""Bu olguda atriyal fibrilasyon ve yetersiz antikoagülasyon zemininde ani başlayan ağrı, soğuk-soluk ekstremite, distal nabız kaybı, parestezi ve motor güç kaybı akut ekstremite iskemisini düşündürür. Nörolojik defisit ekstremitenin tehdit altında olduğunu gösterdiğinden sistemik heparinizasyon başlatılmalı ve acil vasküler cerrahi değerlendirme ile revaskülarizasyon hazırlığı geciktirilmemelidir.""}]"
v405-general-surgery-sistik-kanal-obstruksiyonu,Sistik kanal obstrüksiyonu,"[""Sistik kanal obstrüksiyonu"", ""sistik kanal obstrüksiyonu"", ""sistik kanal tıkanması""]",Genel Cerrahi,Akut kolesistit mekanizması,P1,16,Safra kesesi çıkışının taş veya inflamasyonla tıkanmasıdır.,"Akut kolesistitin klasik mekanizması sistik kanal obstrüksiyonudur. Tıkanma safra kesesi distansiyonu, duvar ödemi, inflamasyon ve bazen sekonder enfeksiyonla sonuçlanır.",Sağ üst kadran ağrısı + Murphy + safra kesesi duvar kalınlaşması sistik kanal obstrüksiyonuna bağlı kolesistiti destekler.,"Koledok obstrüksiyonu daha çok sarılık, ALP-GGT artışı ve kolanjit/pankreatit riskiyle ilişkilidir.","[""Akut kolesistit"", ""Safra taşı"", ""Murphy bulgusu""]","[{""sourceFilePath"": ""src/data/cases.js::v174-new-094-sag-ust-kadran-agrisi.diagnosis.explanation"", ""text"": ""Bu hastada yağlı öğün sonrası başlayan ancak saatler içinde düzelmeyen sağ üst kadran ağrısına ateş, lökositoz/CRP yüksekliği, pozitif Murphy bulgusu ve USG’de taşla birlikte duvar kalınlaşması-perikolesistik sıvı eşlik etmektedir. Bu kombinasyon geçici sistik kanal obstrüksiyonundan ibaret biliyer kolikten ziyade akut taşlı kolesistiti destekler; belirgin kolestaz, koledok dilatasyonu veya lipaz yüksekliği olmaması kolanjit, koledok taşı ve pankreatiti geri plana iter.""}, {""sourceFilePath"": ""src/data/cases.js::v174-new-094-sag-ust-kadran-agrisi.diagnosis.answerFeedback.summary"", ""text"": ""Bu hastada yağlı öğün sonrası başlayan ancak saatler içinde düzelmeyen sağ üst kadran ağrısına ateş, lökositoz/CRP yüksekliği, pozitif Murphy bulgusu ve USG’de taşla birlikte duvar kalınlaşması-perikolesistik sıvı eşlik etmektedir. Bu kombinasyon geçici sistik kanal obstrüksiyonundan ibaret biliyer kolikten ziyade akut taşlı kolesistiti destekler; belirgin kolestaz, koledok dilatasyonu veya lipaz yüksekliği olmaması kolanjit, koledok taşı ve pankreatiti geri plana iter.""}]"
v405-general-surgery-paralitik-ileus,Paralitik ileus,"[""Paralitik ileus"", ""paralitik ileus""]",Genel Cerrahi,Barsak motilite bozukluğu,P1,14,Mekanik tıkanma olmadan barsak peristaltizminin geçici durmasıdır.,"Paralitik ileusta geçiş noktası beklenmez; barsak segmentleri yaygın dilate olabilir. Postoperatif dönem, elektrolit bozukluğu, inflamasyon ve ilaçlar önemli nedenlerdir.",İleus + net transition point yoksa paralitik ileus mekanik obstrüksiyondan ayrılır.,Mekanik obstrüksiyonda geçiş noktası ve proksimal-distal kalibre farkı aranır.,"[""Mekanik barsak obstrüksiyonu"", ""Geçiş noktası"", ""Nazogastrik dekompresyon""]","[{""sourceFilePath"": ""src/data/cases.js::v173-new-086-yasli-hastada-mekanik-obstruksiyon.diagnosis.options[4]"", ""text"": ""Paralitik ileus""}, {""sourceFilePath"": ""src/data/cases.js::v173-new-086-yasli-hastada-mekanik-obstruksiyon.diagnosis.answerFeedback.optionComparison.Paralitik ileus"", ""text"": ""Paralitik ileusta mekanik geçiş noktası, obstrüksiyon düzeyi veya ektopik intraluminal taş beklenmez; barsak sesleri genellikle azalmıştır. Bu hastada kolik ağrı, metalik barsak sesleri ve BT’de mekanik obstrüksiyon bulguları vardır.""}]"
v405-general-surgery-total-tiroidektomi,Total tiroidektomi,"[""Total tiroidektomi"", ""total tiroidektomi""]",Genel Cerrahi,Tiroid cerrahisi,P1,14,Tiroid bezinin tamamının cerrahi olarak çıkarılmasıdır.,"Total tiroidektomi diferansiye tiroid kanseri, büyük multinodüler guatr veya bilateral hastalık gibi durumlarda uygulanabilir. Rekürren laringeal sinir yaralanması ve hipoparatiroidi/hipokalsemi önemli komplikasyonlardır.",Tiroidektomi sonrası ses kısıklığı rekürren laringeal sinir; hipokalsemi paratiroid hasarı düşündürür.,Hemitiroidektomi tek lob hastalığında yeterli olabilir; total tiroidektomi daha geniş endikasyon ister.,"[""Rekürren laringeal sinir"", ""Hipokalsemi riski"", ""Tiroid nodülü""]","[{""sourceFilePath"": ""src/data/cases.js::v165-new-028-boyun-cerrahisi-sonrasi-ses-degisikligi.chiefComplaint"", ""text"": ""Hasta, total tiroidektomi sonrası yeni başlayan ses kısıklığı ve konuşurken çabuk yorulma nedeniyle değerlendiriliyor.""}, {""sourceFilePath"": ""src/data/cases.js::v165-new-028-boyun-cerrahisi-sonrasi-ses-degisikligi.stem"", ""text"": ""Hasta, multinodüler guatr nedeniyle üç gün önce total tiroidektomi geçirdiğini belirtir. Ameliyattan önce ses kısıklığı ya da yutma problemi olmadığını söyler. Operasyondan sonra sesi nefesli ve zayıf çıkmaya başlamış, uzun konuşunca çabuk yorulmuştur. Sıvı alırken belirgin aspirasyon tariflemez. Dil hareketinde bozulma, omuz düşüklüğü veya baş çevirmede güçsüzlük fark etmemiştir.""}]"
v405-general-surgery-ic-hemoroid,İç hemoroid,"[""İç hemoroid"", ""iç hemoroid"", ""internal hemoroid""]",Genel Cerrahi,Proktoloji,P1,14,Dentat çizginin üstündeki internal hemoroidal yastıkların semptomatik genişlemesidir.,"İç hemoroid genellikle ağrısız parlak kırmızı rektal kanama ve prolapsusla seyreder. Ağrı belirginse tromboz, fissür veya apse gibi alternatifler düşünülmelidir.",Ağrısız parlak kırmızı kanama internal hemoroid lehinedir.,Anal fissür defekasyonla keskin ağrı yapar; internal hemoroid çoğu kez ağrısızdır.,"[""Hemoroid"", ""Dış hemoroid"", ""Anal fissür""]","[{""sourceFilePath"": ""src/data/cases.js::v186-new-239-diskilama-sirasinda-siddetli-agri.learningTarget"", ""text"": ""Anal fissürü iç hemoroid, tromboze eksternal hemoroid, perianal apse/fistül ve distal rektal maligniteden ağrı-zamanlama, inspeksiyon ve kırmızı bayrak bulgularıyla ayırma.""}, {""sourceFilePath"": ""src/data/cases.js::v186-new-239-diskilama-sirasinda-siddetli-agri.diagnosis.options[0]"", ""text"": ""İç hemoroid""}]"
v405-general-surgery-duktal-karsinoma-in-situ,Duktal karsinoma in situ,"[""Duktal karsinoma in situ"", ""duktal karsinoma in situ"", ""DCIS""]",Genel Cerrahi,Meme patolojisi / preinvaziv lezyon,P1,11,Meme duktus epitelinde bazal membranı aşmamış malign hücre proliferasyonudur.,DCIS invaziv kanser değildir ancak invaziv kansere ilerleme riski nedeniyle cerrahi ve gerekirse radyoterapi/hormonal tedavi planı gerektirir. Aksiller yayılım beklenmez çünkü bazal membran aşılmamıştır.,DCIS bazal membranı aşmadığı için invazyon ve nodal metastaz mantığı farklıdır.,İnvaziv duktal karsinom stromayı aşar ve lenf nodu değerlendirmesi önem kazanır.,"[""Meme koruyucu cerrahi"", ""Sentinel lenf nodu biyopsisi"", ""Mastektomi""]","[{""sourceFilePath"": ""src/data/cases.js::ai-spot-vakasiz-secki-029-meme-kanserinde-sentinel-lenf-nodu-kontrendikasyon.options[4].text"", ""text"": ""Duktal karsinoma in situya mastektomi planlanması""}, {""sourceFilePath"": ""src/data/cases.js::ai-spot-vakasiz-secki-029-meme-kanserinde-sentinel-lenf-nodu-kontrendikasyon.explanation"", ""text"": ""Klinik olarak belirgin aksiller metastaz, sentinel nodun tarama/evreleme mantığını zayıflatır ve doğrudan aksiller değerlendirme/tedavi gerektirir. Erken evre klinik nod-negatif invaziv meme kanseri sentinel biyopsinin tipik endikasyonudur; mastektomi planlanan DCIS olgularında da sonradan sentinel değerlendirme yapılamayacağı için uygulanabilir. Sentinel lenf nodu biyopsisi esas olarak klinik olarak nod-negatif aksillanın evrelenmesinde kullanılır; belirgin klinik nod pozitiflik varlığında aksillanın zaten hast...""}]"
v405-general-surgery-meme-koruyucu-cerrahi,Meme koruyucu cerrahi,"[""Meme koruyucu cerrahi"", ""meme koruyucu cerrahi"", ""lumpektomi""]",Genel Cerrahi,Meme kanseri cerrahisi,P1,10,Tümörün uygun cerrahi sınırla çıkarılıp memenin büyük kısmının korunduğu tedavidir.,"Erken evre meme kanserinde meme koruyucu cerrahi çoğu zaman radyoterapi ile birlikte uygulanır. Cerrahi seçimi tümör-meme oranı, multifokalite, hasta tercihi ve radyoterapi uygunluğuna bağlıdır.",Erken evre uygun meme kanserinde meme koruyucu cerrahi + radyoterapi mastektomiye alternatif olabilir.,"Yaygın mikrokalsifikasyon, çok odaklı hastalık veya radyoterapi kontrendikasyonu mastektomi gerektirebilir.","[""Sentinel lenf nodu biyopsisi"", ""Mastektomi"", ""Neoadjuvan tedavi""]","[{""sourceFilePath"": ""src/data/cases.js::ai-spot-vakasiz-secki-029-meme-kanserinde-sentinel-lenf-nodu-kontrendikasyon.options[3].text"", ""text"": ""Meme koruyucu cerrahi planlanması""}, {""sourceFilePath"": ""src/data/cases.js::ai-spot-vakasiz-secki-029-meme-kanserinde-sentinel-lenf-nodu-kontrendikasyon.optionFeedback.Meme koruyucu cerrahi planlanması"", ""text"": ""Meme koruyucu cerrahi planlanması sentinel lenf nodu biyopsisi yapılmasına engel değildir.""}]"
v405-general-surgery-hemotoraks,Hemotoraks,"[""Hemotoraks"", ""hemotoraks""]",Genel Cerrahi,Toraks travması,P1,8,Plevral boşlukta kan birikmesidir.,"Hemotoraks travma sonrası solunum sıkıntısı, matite ve hipovolemi/şok bulgularıyla gelebilir. Yönetimde oksijen, damar yolu, sıvı-kan resüsitasyonu ve çoğu travmatik olguda tüp torakostomi düşünülür.",Travma + plevral sıvı/şok bulgusu hemotoraksı düşündürür; masif drenaj cerrahi eşiği yükseltir.,Pnömotoraksta plevral boşlukta hava; hemotoraksta kan birikir.,"[""Masif hemotoraks"", ""Hemotoraks drenajı"", ""Tüp torakostomi""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::Masif hemotoraks.topic"", ""text"": ""Masif hemotoraks""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::Masif hemotoraks.keywords[0]"", ""text"": ""masif hemotoraks""}]"
v405-general-surgery-perianal-apse-drenaji,Perianal apse drenajı,"[""Perianal apse drenajı"", ""perianal apse drenajı"", ""apse drenajı""]",Genel Cerrahi,Proktoloji / cerrahi drenaj,P1,8,Perianal apsenin cerrahi olarak açılıp boşaltılmasıdır.,"Perianal apsede antibiyotik tek başına kapalı püy koleksiyonunu tedavi etmez; temel tedavi insizyon ve drenajdır. Diyabet, immünsüpresyon veya sistemik enfeksiyon varsa antibiyotik eklenebilir.",Perianal apse sorusunda ana tedavi drenajdır; sadece antibiyotik yeterli değildir.,"Anal fissürde keskin defekasyon ağrısı ön plandayken apsede şişlik, ateş ve fluktuasyon görülebilir.","[""Perianal apse"", ""Fistül"", ""Seton""]","[{""sourceFilePath"": ""src/data/cases.js::v175-new-107-yumusak-doku-enfeksiyonunda-hizla-kotulesme.stem"", ""text"": ""Tip 2 diyabeti olan hasta, iki gün önce sağ baldırında küçük bir kesik oluştuğunu belirtiyor. İlk gün sınırlı kızarıklık varken son 12 saatte ağrı hızla artmış, bacakta şişlik ve morumsu renk değişikliği yayılmıştır. Ağrıyı ciltte görünen kızarıklıktan çok daha şiddetli tarif ediyor ve yürümekte zorlanıyor. Ateş, titreme ve halsizlik gelişmiş; benzer bölgede daha önce apse drenajı öyküsü yoktur. Yakın zamanda travmatik ezilme, hayvan ısırığı veya immünsüpresif ilaç kullanımı bildirmemektedir.""}, {""sourceFilePath"": ""src/data/cases.js::v175-new-107-yumusak-doku-enfeksiyonunda-hizla-kotulesme.patientIntro.historySummary"", ""text"": ""Tip 2 diyabeti olan hasta, iki gün önce sağ baldırında küçük bir kesik oluştuğunu belirtiyor. İlk gün sınırlı kızarıklık varken son 12 saatte ağrı hızla artmış, bacakta şişlik ve morumsu renk değişikliği yayılmıştır. Ağrıyı ciltte görünen kızarıklıktan çok daha şiddetli tarif ediyor ve yürümekte zorlanıyor. Ateş, titreme ve halsizlik gelişmiş; benzer bölgede daha önce apse drenajı öyküsü yoktur. Yakın zamanda travmatik ezilme, hayvan ısırığı veya immünsüpresif ilaç kullanımı bildirmemektedir.""}]"
v405-general-surgery-subkutan-amfizem,Subkutan amfizem,"[""Subkutan amfizem"", ""subkutan amfizem""]",Genel Cerrahi,Toraks travması,P1,8,Cilt altı dokuda hava birikmesidir ve palpasyonda krepitasyon yapabilir.,"Subkutan amfizem toraks travması, pnömotoraks veya hava yolu yaralanmasıyla ilişkili olabilir. Krepitasyonun enfeksiyon mu hava kaçağı mı olduğunu klinik bağlam belirler.",Toraks travmasında cilt altı krepitasyon pnömotoraks veya hava kaçağı lehine olabilir.,Yumuşak doku enfeksiyonunda krepitasyon gaz üreten enfeksiyona bağlı olabilir; travmada subkutan amfizem düşünülür.,"[""Pnömotoraks"", ""Krepitasyon"", ""Tüp torakostomi""]","[{""sourceFilePath"": ""src/data/cases.js::v195-new-355-kusma-sonrasi-gogus-agrisi.diagnosis.pearls[0].text"", ""text"": ""Kusma sonrası göğüs ağrısı + subkutan amfizem + mediastinal hava-sıvı = Boerhaave; oral izlem değil acil perforasyon yönetimi.""}, {""sourceFilePath"": ""src/data/cases.js::v195-new-355-kusma-sonrasi-gogus-agrisi.diagnosis.answerFeedback.examPearl"", ""text"": ""Kusma sonrası göğüs ağrısı + subkutan amfizem + mediastinal hava-sıvı = Boerhaave; oral izlem değil acil perforasyon yönetimi.""}]"
v405-general-surgery-tromboze-eksternal-hemoroid,Tromboze eksternal hemoroid,"[""Tromboze eksternal hemoroid"", ""tromboze eksternal hemoroid"", ""tromboze hemoroid""]",Genel Cerrahi,Proktoloji,P1,8,Eksternal hemoroidal damarda akut trombüs gelişmesiyle ağrılı mavi-mor perianal kitle oluşmasıdır.,Tromboze eksternal hemoroid ani başlayan şiddetli anal ağrı ve ele gelen hassas kitleyle gelir. Erken dönemde eksizyon düşünülebilir; geç dönemde semptomatik tedavi öne çıkar.,Ani ağrılı mavi perianal kitle tromboze eksternal hemoroid için tipiktir.,Anal fissürde ağrı dışkılama sırasında cam kesiği gibidir ve orta hatta yırtık görülür.,"[""Hemoroid"", ""Anal fissür"", ""Perianal apse""]","[{""sourceFilePath"": ""src/data/cases.js::v176-new-120-diskilama-sonrasi-anal-agri.diagnosis.pearls[0].text"", ""text"": ""Dışkılama sırasında cam kesiği ağrı + posterior orta hat lineer yırtık = anal fissür; fluktuasyon apseyi, mor ağrılı dış kitle tromboze hemoroidi düşündürür.""}, {""sourceFilePath"": ""src/data/cases.js::v176-new-120-diskilama-sonrasi-anal-agri.diagnosis.answerFeedback.examPearl"", ""text"": ""Dışkılama sırasında cam kesiği ağrı + posterior orta hat lineer yırtık = anal fissür; fluktuasyon apseyi, mor ağrılı dış kitle tromboze hemoroidi düşündürür.""}]"
v405-general-surgery-herni-reduksiyonu,Herni redüksiyonu,"[""Herni redüksiyonu"", ""manuel redüksiyon"", ""redüksiyon manevrası"", ""fıtık redüksiyonu""]",Genel Cerrahi,Herni ve karın duvarı,P1,7,Fıtık içeriğinin karın içine geri döndürülmesidir.,"Herni redüksiyonu yalnız strangülasyon bulgusu yoksa güvenli kabul edilir. Şiddetli ağrı, ciltte renk değişikliği, peritonit, sepsis veya barsak iskemi şüphesi varsa zorlu redüksiyon geciktirici ve tehlikeli olabilir.","Strangülasyon bulgusu olan hernide “önce zorlu redüksiyon” değil, acil cerrahi değerlendirme önceliklidir.",İnkarsere ama iskemi bulgusu olmayan seçilmiş olguda redüksiyon denenebilir; strangüle hernide cerrahi gerekir.,"[""İnkarsere herni"", ""Strangüle herni"", ""Redükte edilemeyen herni""]","[{""sourceFilePath"": ""src/data/cases.js::v183-new-190-kasik-sisligi-ve-kusma.diagnosis.options[0]"", ""text"": ""Analjezi altında tekrarlı zorlayıcı manuel redüksiyon yapıp taburcu etmek""}, {""sourceFilePath"": ""src/data/cases.js::v183-new-190-kasik-sisligi-ve-kusma.diagnosis.answerFeedback.optionComparison.Analjezi altında tekrarlı zorlayıcı manuel redüksiyon yapıp taburcu etmek"", ""text"": ""Manuel redüksiyon yalnız seçilmiş, erken, ağrısı sınırlı ve strangülasyon bulgusu olmayan hastada düşünülebilir; bu olguda obstrüksiyon, eritem ve laktat yüksekliği iskemik ansın batına itilmesi riskini doğurur.""}]"
