id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceTextExamples
v401-pathology-keratin-incisi,Keratin incisi,Keratin incisi,Tıbbi Patoloji,Akciğer / tümör morfolojisi,P0,Skuamöz hücreli karsinomda tümör adacıkları içinde konsantrik keratin birikimidir.,Keratin incileri ve intersellüler köprüler skuamöz diferansiyasyonu gösterir. Santral bronş yerleşimli sigara ilişkili akciğer tümöründe bu bulgu klasik olarak skuamöz hücreli karsinomu destekler.,Keratin incisi + intersellüler köprü = skuamöz hücreli karsinom.,Adenokarsinom bez/müsin yapar; skuamöz karsinom keratin ve intersellüler köprü yapar.,Skuamöz hücreli karsinom | İntersellüler köprü | Santral bronş,62,Akciğer skuamöz hücreli karsinomu || Servikal skuamöz hücreli karsinom
v401-pathology-interselluler-kopru,İntersellüler köprü,İntersellüler köprü,Tıbbi Patoloji,Tümör morfolojisi,P1,Skuamöz hücreler arasında desmozomal bağlantıları gösteren mikroskobik köprü görünümüdür.,İntersellüler köprüler skuamöz diferansiyasyonun morfolojik kanıtıdır. Keratin incileriyle birlikte skuamöz hücreli karsinom tanısını destekler.,Keratin incisi ve intersellüler köprü birlikteyse skuamöz diferansiyasyon düşünülür.,Adenokarsinomda glandüler yapı ve müsin; skuamöz karsinomda keratin ve intersellüler köprü beklenir.,Keratin incisi | Skuamöz hücreli karsinom | Desmozom,95,"Pemfigus vulgariste desmozomal desmoglein hedefini; büllöz pemfigoid, muköz membran pemfigoid, epidermolizis bülloza akizita ve hemidesmozomal hastalıklardan ayırt edebilme. || Kronik ağrılı oral erozyonlar, gevşek ve kolay rüptüre olan büller, Nikolsky pozitifliği, suprabazal akantoliz ve intersellüler balık ağı tarzı immün birikim pemfigus vulgaris paternidir. Mukozal baskın tabloda temel hedef desmozomal adezyon proteini desmog..."
v401-pathology-skuamoz-metaplazi,Skuamöz metaplazi,Skuamöz metaplazi,Tıbbi Patoloji,Hücre adaptasyonları,P0,Normal epitelin çok katlı yassı epitele dönüşmesidir.,Sigara irritasyonu bronş epitelinde skuamöz metaplazi oluşturabilir. Sürekli hasar devam ederse displazi ve skuamöz hücreli karsinom gelişimine zemin hazırlayabilir.,Bronşta sigara + skuamöz metaplazi + displazi = skuamöz karsinom prekürsörü.,Metaplazi adaptiftir ve geri dönebilir; displazi premalign atipiyi gösterir.,Bronş epiteli | Displazi | Skuamöz hücreli karsinom,142,"Akciğer skuamöz hücreli karsinomu || Kolorektal adenokarsinomu adenomda yüksek dereceli displazi, inflamatuvar/iskemik striktür ve lenfoid tümörlerden morfolojik invazyon mantığıyla ayırabilme."
v401-pathology-kucuk-hucreli-karsinom,Küçük hücreli karsinom,small cell carcinoma | Küçük hücreli karsinom,Tıbbi Patoloji,Akciğer patolojisi,P0,Yüksek dereceli nöroendokrin akciğer karsinomudur.,"Küçük hücreli akciğer karsinomu sigarayla güçlü ilişkilidir, santral yerleşir ve erken metastaz yapar. SIADH veya ektopik ACTH gibi paraneoplastik sendromlar oluşturabilir.",Santral akciğer tümörü + nöroendokrin marker + SIADH/ektopik ACTH = küçük hücreli karsinom.,"Skuamöz karsinom keratin incisi; küçük hücreli karsinom küçük mavi hücre, yüksek mitoz ve erken yayılımla ayrılır.",Nöroendokrin marker | Ektopik ACTH | SIADH,67,"Santral sigara ilişkili akciğer kitlesinde SIADH paterni, yüksek dereceli nöroendokrin morfoloji, nükleer molding ve çok yüksek proliferasyon indeksini doğru tümör tanısıyla birleştirme. || Hipotonik övolemik hiponatremi SIADH paternini destekler."
v401-pathology-noroendokrin-marker,Nöroendokrin marker,Nöroendokrin marker,Tıbbi Patoloji,İmmünohistokimya,P1,Nöroendokrin diferansiyasyonu gösteren immünohistokimyasal belirteç grubudur.,"Sinaptofizin, kromogranin ve CD56 gibi markerlar nöroendokrin tümörlerde pozitif olabilir. Küçük hücreli akciğer karsinomunda tanısal destek sağlar.",Küçük hücreli karsinomda nöroendokrin marker pozitifliği beklenir.,Nöroendokrin marker tümör kökenini destekler; tek başına davranış derecesini belirlemez.,Küçük hücreli karsinom | Sinaptofizin | Kromogranin,49,"Nöroendokrin marker pozitifliği ve çok yüksek proliferasyon indeksi, düşük dereceli karsinoidden ayrımı güçlendiren biyolojik veridir. || Nöroendokrin marker pozitifliği ve çok yüksek proliferasyon indeksi, düşük dereceli karsinoidden ayrımı güçlendiren biyolojik veridir."
v401-pathology-ektopik-acth-uretimi,Ektopik ACTH üretimi,ektopik ACTH | Ektopik ACTH üretimi,Tıbbi Patoloji,Paraneoplastik patoloji,P1,Hipofiz dışı tümör dokusundan ACTH salınmasıdır.,Küçük hücreli akciğer karsinomu gibi nöroendokrin tümörler ektopik ACTH üretebilir. Sonuçta Cushing sendromu bulguları ve hipokalemik metabolik alkaloz görülebilir.,Küçük hücreli akciğer karsinomu paraneoplastik olarak SIADH veya ektopik ACTH yapabilir.,Hipofizer Cushing ACTH’nin hipofiz kaynaklı olmasıyla; ektopik ACTH tümör kaynaklı olmasıyla ayrılır.,Küçük hücreli karsinom | Paraneoplastik sendrom | Cushing sendromu,38,"Bu seçenek tüm verileri en iyi açıklar. Santral sigara ilişkili kitle, paraneoplastik SIADH, dar sitoplazmalı yüksek dereceli nöroendokrin hücreler, nükleer molding, nekroz ve çok yüksek Ki-67 küçük hücreli karsinom için klasik zincirdir. || Adenokarsinom sıklıkla periferik yerleşim, glandüler yapı veya müsin üretimiyle ilişkilidir; bazı olgularda TTF-1 pozitif olabilir. Ancak bu vakada santral yerleşim, SIADH ve yüksek dereceli nöroendokrin morfoloji adenokarsinomdan çok küçük hücreli karsinom..."
v401-pathology-kucuk-mavi-hucreli-tumor,Küçük mavi hücreli tümör,küçük mavi hücre | küçük yuvarlak mavi hücreli tümör | Küçük mavi hücreli tümör,Tıbbi Patoloji,Tümör morfolojisi,P1,"Yoğun nükleuslu, az sitoplazmalı küçük hücrelerden oluşan tümör morfoloji grubudur.","Küçük mavi hücreli tümör paterni Ewing sarkomu, lenfoma, nöroblastom ve küçük hücreli karsinom gibi farklı tanıları kapsar. Ayırıcı tanı yaş, lokalizasyon, immünohistokimya ve genetikle yapılır.",Küçük mavi hücre görünümü tanı değil; ayırıcı tanı başlatan morfolojik paterndir.,Malign osteoid üretimi osteosarkomu; küçük yuvarlak mavi hücre + t(11;22) Ewing sarkomunu destekler.,Ewing sarkomu | Lenfoma | Nöroblastom,231,"Reaktif lenfadenit, non-Hodgkin lenfomalar ve metastatik tümörlerden ayrımda hücresel zemin ile İHK paternini yorumlayabilme. || Yaklaşık iki aydır sol servikal bölgede yavaş büyüyen, ağrısız bir şişlik fark etmiştir. Son üç haftada geceleri çamaşır değiştirecek kadar terleme ve belirgin iştahsızlık gelişmiştir. Kısa süreli antibiyotik kullanımına rağmen lenf nodu küçülmemiştir. Yakı..."
v401-pathology-mikroglia,Mikroglia,Mikroglia,Tıbbi Patoloji,Nöropatoloji,P1,Santral sinir sisteminin makrofaj benzeri fagositik hücresidir.,Beyin infarktı sonrası nekrotik dokunun temizlenmesinde mikroglia ve makrofajlar görev alır. Doku erimesi kistik boşlukla sonuçlanabilir.,Beyin infarktında sıvılaşma nekrozunu mikroglial fagositoz ve kistik boşluk izler.,Astrositler gliozisle skar yanıtı oluşturur; mikroglia fagositozda öne çıkar.,Beyin infarktı | Sıvılaşma nekrozu | Gliozis,76,"Kalp, böbrek ve dalak infarktlarında temel nekroz paterni koagülasyon nekrozudur; beyin infarktında ise likefaksiyon nekrozu beklenir. || Likefaksiyon nekrozu beyin infarktında veya apse içinde enzimatik doku sindirimiyle sıvılaşma şeklinde beklenir. Bu olguda miyokard mimarisi korunmuş, sıvılaşma paterni verilmemiştir."
v401-pathology-gliozis,Gliozis,Gliozis,Tıbbi Patoloji,Nöropatoloji,P1,Santral sinir sisteminde astrosit proliferasyonu ve reaktif skar yanıtıdır.,CNS hasarında fibroblastik skar yerine astrositlerin reaktif proliferasyonu görülür. Beyin infarktı sonrası nekrotik alan temizlenirken gliozis çevresel onarım yanıtının parçasıdır.,CNS hasarında fibrozis değil gliozis kavramı kullanılır.,Mikroglia fagositoz; astrosit gliozis ve skar yanıtıyla ilişkilidir.,Astrosit | Beyin infarktı | Kistik boşluk,50,"Kalp, böbrek ve dalak infarktlarında temel nekroz paterni koagülasyon nekrozudur; beyin infarktında ise likefaksiyon nekrozu beklenir. || Likefaksiyon nekrozu beyin infarktında veya apse içinde enzimatik doku sindirimiyle sıvılaşma şeklinde beklenir. Bu olguda miyokard mimarisi korunmuş, sıvılaşma paterni verilmemiştir."
v401-pathology-kistik-bosluk,Kistik boşluk,Kistik boşluk,Tıbbi Patoloji,Nöropatoloji,P2,Beyin infarktı sonrası sıvılaşan nekrotik dokunun temizlenmesiyle kalan boşluktur.,Beyinde iskemik nekroz koagülasyon yerine sıvılaşma nekrozu yapar. Nekrotik materyal fagosite edildikten sonra parankimde kistik boşluk kalabilir.,Beyin infarktının geç dönem sonucu kistik boşluk olabilir.,Solid organ infarktlarında skar; beyin infarktında sıvılaşma ve kistik boşluk beklenir.,Sıvılaşma nekrozu | Beyin infarktı | Mikroglia,76,"Kalp, böbrek ve dalak infarktlarında temel nekroz paterni koagülasyon nekrozudur; beyin infarktında ise likefaksiyon nekrozu beklenir. || Likefaksiyon nekrozu beyin infarktında veya apse içinde enzimatik doku sindirimiyle sıvılaşma şeklinde beklenir. Bu olguda miyokard mimarisi korunmuş, sıvılaşma paterni verilmemiştir."
v401-pathology-enfeksiyoz-granulom,Enfeksiyöz granülom,Enfeksiyöz granülom,Tıbbi Patoloji,Granülomatöz inflamasyon,P1,Kalıcı mikroorganizmaya karşı gelişen granülomatöz inflamasyon paternidir.,Tüberküloz ve bazı fungal enfeksiyonlarda makrofajlar epiteloid hücrelere dönüşür ve granülom oluşturur. Kazeifikasyon varlığı enfeksiyöz etkenleri düşündüren önemli morfolojik ipucudur.,Kazeifiye granülomda özel boyalarla mikobakteri/fungal etken aranır.,Sarkoidoz genellikle nonkazeifiye granülom; enfeksiyöz granülom sıklıkla kazeifikasyon ve etken arama gerektirir.,Tüberküloz granülomu | Fungal enfeksiyon | Özel boya,93,"Sekonder AA amiloidozda kronik inflamasyon, glomerüler birikim ve özel boya ilişkisini ayırıcı tanı düzeyinde yorumlayabilme. || H&E’de amorf ekstrasellüler eozinofilik materyal, özel boya ile doğrulanması gereken birikim paternidir."
v401-pathology-th1-yaniti,Th1 yanıtı,T hücre yanıtı | Th1 yanıtı,Tıbbi Patoloji,İmmünopatoloji,P0,Hücresel immüniteyi ve makrofaj aktivasyonunu yönlendiren T yardımcı hücre yanıtıdır.,Granülom oluşumunda antijen sunumu IL-12 aracılığıyla Th1 farklılaşmasını artırır. Th1 hücrelerinden salınan IFN-gamma makrofajları aktive ederek epiteloid histiyosit ve dev hücre oluşumunu destekler.,Granülom patogenezinde Th1–IFN-gamma–makrofaj aksı temel mekanizmadır.,Th2 yanıtı eozinofil/IgE eğilimli alerjik-paraziter yanıtlarla; Th1 yanıtı makrofaj aktivasyonu ve granülomla ilişkilidir.,IFN-gamma | IL-12 | Makrofaj aktivasyonu,25,"Th1 yanıtı ve interferon-gama makrofaj aktivasyonunda önemlidir || Doğru cevap D’dir çünkü ifade yanlıştır. Granülomlar epiteloid makrofajlar, dev hücreler ve çevresel lenfositlerden oluşabilir. Th1 hücrelerinden salınan interferon-gama makrofaj aktivasyonunu destekler; TNF ise granülom bütünlüğü için önemlidir. Tüberküloz..."
v401-pathology-fn-gamma,IFN-gamma,IFN-gamma,Tıbbi Patoloji,İmmünopatoloji,P0,"Th1 ve NK hücrelerinden salınan, makrofaj aktivasyonunda kritik sitokindir.",IFN-gamma makrofajların mikrobisidal ve epiteloid dönüşüm kapasitesini artırır. Granülomatöz inflamasyonda antijenin çevrelenmesi ve kontrol altına alınmasında temel sinyaldir.,Granülom sorusunda IFN-gamma makrofaj aktivasyonunu sağlayan ana sitokindir.,IL-4/IL-5 daha çok Th2; IFN-gamma Th1 ve granülomatöz inflamasyonla ilişkilidir.,Th1 yanıtı | Makrofaj aktivasyonu | Granülom,322,"Bu patern Crohn hastalığı için daha uygundur; skip lezyon, fistül, transmural tutulum veya granülom beklenir. Bu olguda kanlı ishal, perianal hastalık veya transmural komplikasyon değil, glutenle ilişkili proksimal malabsorpsiyon ön plandadır. || Bu patern Crohn hastalığı için daha uygundur; skip lezyon, fistül, transmural tutulum veya granülom beklenir. Bu olguda kanlı ishal, perianal hastalık veya transmural komplikasyon değil, glutenle ilişkili proksimal malabsorpsiyon ön plandadır."
v401-pathology-l-12,IL-12,IL-12,Tıbbi Patoloji,İmmünopatoloji,P1,Makrofaj ve dendritik hücrelerden salınıp Th1 farklılaşmasını destekleyen sitokindir.,"IL-12, T hücrelerini Th1 yönünde polarize eder ve IFN-gamma üretimini artırır. Bu aks granülom oluşumu ve hücre içi patojen kontrolünde önemlidir.",IL-12 → Th1 → IFN-gamma → makrofaj aktivasyonu zincirini kur.,IL-10 antiinflamatuvar baskılayıcıdır; IL-12 hücresel immün yanıtı güçlendirir.,Th1 yanıtı | IFN-gamma | Granülom,322,"Bu patern Crohn hastalığı için daha uygundur; skip lezyon, fistül, transmural tutulum veya granülom beklenir. Bu olguda kanlı ishal, perianal hastalık veya transmural komplikasyon değil, glutenle ilişkili proksimal malabsorpsiyon ön plandadır. || Bu patern Crohn hastalığı için daha uygundur; skip lezyon, fistül, transmural tutulum veya granülom beklenir. Bu olguda kanlı ishal, perianal hastalık veya transmural komplikasyon değil, glutenle ilişkili proksimal malabsorpsiyon ön plandadır."
v401-pathology-hiperakut-rejeksiyon,Hiperakut rejeksiyon,Hiperakut rejeksiyon,Tıbbi Patoloji,Transplant patolojisi,P0,Transplantasyondan dakikalar-saatler sonra gelişen antikor aracılı greft trombozu ve nekrozudur.,"Alıcıda önceden var olan ABO veya HLA antikorları donör endoteline bağlanır. Kompleman aktivasyonu, vasküler hasar, tromboz ve hızlı greft nekrozu gelişir.",Dakikalar-saatler içinde greft trombozu = hiperakut rejeksiyon.,Akut hücresel rejeksiyon günler-haftalar içinde T hücre/tubülit; hiperakut rejeksiyon preformed antikor ve trombozla ayrılır.,Preformed antikor | Donör endoteli | Kompleman,118,Kompleman düzeyi || Kompleman düzeyi
v401-pathology-preformed-antikor,Preformed antikor,Preformed antikor,Tıbbi Patoloji,Transplant patolojisi,P1,Transplantasyondan önce alıcıda mevcut olan donör antijenlerine karşı antikordur.,Preformed anti-ABO veya anti-HLA antikorları donör endoteline hızla bağlanır. Bu bağlanma hiperakut rejeksiyonda kompleman aktivasyonu ve vasküler trombozun başlangıcıdır.,Hiperakut rejeksiyonda yeni yanıt beklenmez; önceden var olan antikor vardır.,Akut hücresel rejeksiyonda T hücre yanıtı zamanla gelişir; preformed antikor hiperakut tabloyu açıklar.,Hiperakut rejeksiyon | HLA antikoru | ABO uyumsuzluğu,22,hiperakut rejeksiyon || preformed antikor
v401-pathology-donor-endoteli,Donör endoteli,Donör endoteli,Tıbbi Patoloji,Transplant patolojisi,P1,Transplante edilen organın damar iç yüzeyini oluşturan hedef hücre tabakasıdır.,"Hiperakut rejeksiyonda alıcı antikorları öncelikle donör endotel antijenlerine bağlanır. Endotel hasarı kompleman aktivasyonu, tromboz ve greft iskemisiyle sonuçlanır.",Rejeksiyonda vasküler hedef çoğu zaman donör endoteli üzerinden okunur.,Parankimal hücre hasarı kronik süreçte görülebilir; hiperakut hasarın ilk hedefi vasküler endoteldir.,Hiperakut rejeksiyon | Endotel hasarı | Tromboz,68,"Nefrotik sendrom glomerüler filtrasyon bariyerinde protein geçirgenliğinin artmasıyla gelişir. Masif proteinüri hipoalbüminemiye, plazma onkotik basıncında azalmaya ve ödem oluşumuna yol açar; hiperlipidemi ve tromboz eğilimi eşlik edebilir. || Protein kaybı tromboz riskini azaltır"
v401-pathology-abo-uyumsuzlugu,ABO uyumsuzluğu,ABO uyumsuzluğu,Tıbbi Patoloji,Transplant patolojisi,P1,Alıcı antikorlarının donör ABO antijenleriyle uyumsuz olduğu transplant/kan grubu durumudur.,ABO uyumsuzluğu güçlü preformed antikor yanıtı oluşturabilir. Transplantta bu antikorlar donör endoteline bağlanıp hiperakut rejeksiyon riskini artırır.,ABO uyumsuzluğu hiperakut rejeksiyonun klasik nedenlerinden biridir.,HLA uyumsuzluğu da önemlidir; ABO uyumsuzluğu özellikle hızlı antikor aracılı vasküler hasarla ilişkilidir.,Preformed antikor | Hiperakut rejeksiyon | Donör endoteli,22,hiperakut rejeksiyon || preformed antikor
v401-pathology-hla-antikoru,HLA antikoru,HLA antikoru,Tıbbi Patoloji,Transplant patolojisi,P1,Donör HLA antijenlerine karşı gelişmiş veya önceden var olan antikordur.,"Anti-HLA antikorları transplant reddinde antikor aracılı vasküler hasara yol açabilir. Önceden mevcutsa hiperakut rejeksiyon, sonradan gelişirse antikor aracılı akut/kronik hasar oluşturabilir.",Transplant sorusunda HLA antikoru vasküler-endotelyal hasar mantığıyla düşünülür.,T hücresel rejeksiyonda hücresel infiltrasyon; HLA antikorunda kompleman ve vasküler hasar daha belirgindir.,Hiperakut rejeksiyon | Preformed antikor | Kompleman,118,Kompleman düzeyi || Kompleman düzeyi
v401-pathology-tubulit,Tubülit,Tubülit,Tıbbi Patoloji,Transplant patolojisi,P0,Böbrek greftinde lenfositlerin tübül epiteline saldırmasıdır.,"Akut hücresel rejeksiyonda T lenfositler interstisyuma ve tübül epiteline infiltre olur. Tubülit, böbrek transplant biyopsisinde hücresel rejeksiyonun önemli morfolojik bulgusudur.",Transplanttan günler-haftalar sonra interstisyel infiltrasyon + tubülit = akut hücresel rejeksiyon.,Hiperakut rejeksiyonda tromboz/nekroz; akut hücresel rejeksiyonda tubülit ve T hücre infiltrasyonu öne çıkar.,Akut hücresel rejeksiyon | T lenfosit | İnterstisyel infiltrasyon,25,"Miyokard interstisyumunda fibrinoid nekroz/dejenerasyon odağı çevresinde T lenfositler, plazma hücreleri ve tırtıklı-katerpil kromatinli aktivasyon göstermiş histiositler izlenir. || Miyokard interstisyumunda fibrinoid nekroz/dejenerasyon odağı çevresinde T lenfositler, plazma hücreleri ve tırtıklı-katerpil kromatinli aktivasyon göstermiş histiositler izlenir."
v401-pathology-interstisyel-infiltrasyon,İnterstisyel infiltrasyon,İnterstisyel infiltrasyon,Tıbbi Patoloji,Transplant patolojisi,P1,Doku aralığında inflamatuvar hücre birikimidir.,Böbrek greftinde interstisyel mononükleer infiltrasyon akut hücresel rejeksiyonun temel parçasıdır. Hücresel infiltrasyon tübülite eşlik ettiğinde tanısal değeri artar.,Greftte interstisyel mononükleer infiltrasyon + tubülit hücresel rejeksiyonu destekler.,İnterstisyel infiltrasyon yerleşimi anlatır; tubülit tübül epitel hedeflenmesini gösterir.,Tubülit | Akut hücresel rejeksiyon | T lenfosit,25,"Miyokard interstisyumunda fibrinoid nekroz/dejenerasyon odağı çevresinde T lenfositler, plazma hücreleri ve tırtıklı-katerpil kromatinli aktivasyon göstermiş histiositler izlenir. || Miyokard interstisyumunda fibrinoid nekroz/dejenerasyon odağı çevresinde T lenfositler, plazma hücreleri ve tırtıklı-katerpil kromatinli aktivasyon göstermiş histiositler izlenir."
v401-pathology-kronik-rejeksiyon,Kronik rejeksiyon,Kronik rejeksiyon,Tıbbi Patoloji,Transplant patolojisi,P0,Transplant sonrası aylar-yıllar içinde gelişen ilerleyici vasküler daralma ve fibrozisle giden rejeksiyondur.,"Kronik rejeksiyonda immün hasar damar lümeninde daralma, intimal fibrozis ve parankimal atrofi oluşturur. Sonuç greftin yavaş ve kalıcı fonksiyon kaybıdır.",Aylar-yıllar sonra intimal fibrozis + lümen daralması = kronik rejeksiyon.,Hiperakut rejeksiyon dakikalar-saatler; akut rejeksiyon günler-haftalar; kronik rejeksiyon aylar-yıllar içinde gelişir.,İntimal fibrozis | Obliteratif vaskülopati | Greft iskemisi,24,Akut hücresel rejeksiyon günler-haftalar içinde T hücre infiltrasyonu ile; kronik rejeksiyon aylar-yıllar içinde vasküler fibrozisle seyreder. || Kronik rejeksiyon daha çok ilerleyici damar intimal kalınlaşması ve fibrozisle kalıcı fonksiyon kaybı oluşturur.
v401-pathology-intimal-fibrozis,İntimal fibrozis,İntimal fibrozis,Tıbbi Patoloji,Vasküler / transplant patoloji,P1,Damar intimasında fibrotik kalınlaşma ve lümen daralması gelişmesidir.,Kronik greft rejeksiyonunda intimal fibrozis damar lümenini daraltarak kronik iskemiye yol açar. Bu durum parankimal atrofi ve greft fonksiyon kaybını açıklar.,Kronik rejeksiyonda ana vasküler bulgu intimal fibrozis ve lümen daralmasıdır.,Ateroskleroz lipid plakla; kronik rejeksiyon immün aracılı intimal fibrozisle öne çıkar.,Kronik rejeksiyon | Lümen daralması | Parankimal atrofi,29,"Sigmoid kolonda yaklaşık 4 cm uzunlukta, halka tarzında lümen daralması yapan ülserovejetan kitle izleniyor. || Sigmoid kolonda yaklaşık 4 cm uzunlukta, halka tarzında lümen daralması yapan ülserovejetan kitle izleniyor."
v401-pathology-obliteratif-vaskulopati,Obliteratif vaskülopati,Obliteratif vaskülopati,Tıbbi Patoloji,Vasküler / transplant patoloji,P1,Damar lümeninin intimal kalınlaşma ile ilerleyici olarak daralmasıdır.,Kronik greft rejeksiyonunda obliteratif vaskülopati greft dokusunda sürekli hipoperfüzyon oluşturur. Fibrozis ve atrofi bu kronik iskeminin sonucudur.,Kronik greft kaybı sorusunda obliteratif vaskülopati temel mekanizmadır.,Akut tromboz ani lümen tıkanmasıdır; obliteratif vaskülopati yavaş ilerleyen intimal daralmadır.,Kronik rejeksiyon | İntimal fibrozis | Greft iskemisi,24,Akut hücresel rejeksiyon günler-haftalar içinde T hücre infiltrasyonu ile; kronik rejeksiyon aylar-yıllar içinde vasküler fibrozisle seyreder. || Kronik rejeksiyon daha çok ilerleyici damar intimal kalınlaşması ve fibrozisle kalıcı fonksiyon kaybı oluşturur.
v401-pathology-primer-hemostaz,Primer hemostaz,Primer hemostaz,Tıbbi Patoloji,Hemostaz patolojisi,P0,"Trombosit adezyonu, aktivasyonu ve agregasyonu ile ilk tıkaç oluşumudur.","Primer hemostaz bozukluklarında mukokutanöz kanama, peteşi ve purpura daha belirgindir. İmmün trombositopenide PT/aPTT genellikle normaldir çünkü pıhtılaşma faktörleri değil trombositler etkilenir.",Peteşi/purpura + normal PT/aPTT primer hemostaz sorununu düşündürür.,Sekonder hemostaz faktör kaskadı ve fibrin oluşumudur; primer hemostaz trombosit tıkacıyla ilgilidir.,Trombosit | PT normal | aPTT normal,107,"Nonbakteriyel trombotik endokardit özellikle malignite veya hiperkoagülabiliteyle ilişkili, inflamasyon içeriği az steril fibrin-trombosit vejetasyonlarıyla seyreder. Gezici poliartrit, yüksek ASO ve miyokardiyal Anitschkow tipi hücreli lezyon bu tabloyu de... || Nonbakteriyel trombotik endokardit özellikle malignite veya hiperkoagülabiliteyle ilişkili, inflamasyon içeriği az steril fibrin-trombosit vejetasyonlarıyla seyreder. Gezici poliartrit, yüksek ASO ve miyokardiyal Anitschkow tipi hücreli lezyon bu tabloyu de..."
v401-pathology-vwf-multimerleri,vWF multimerleri,vWF multimerleri,Tıbbi Patoloji,Hemostaz patolojisi,P0,Von Willebrand faktörünün trombosit adezyonunda görevli büyük multimer formlarıdır.,ADAMTS13 normalde büyük vWF multimerlerini parçalar. Eksiklikte multimerler damar içinde trombosit agregasyonunu artırarak TTP mikrotrombüslerine yol açar.,ADAMTS13 eksikliği + büyük vWF multimerleri = TTP.,DIC yaygın koagülasyon aktivasyonu ve faktör tüketimidir; TTP büyük vWF multimerleri ve trombosit mikrotrombüsleriyle ayrılır.,TTP | ADAMTS13 | Mikrotrombüs,38,TTP patogenezi || TTP
v401-pathology-mikrotrombus,Mikrotrombüs,Mikrotrombüs,Tıbbi Patoloji,Hemostaz patolojisi,P1,Küçük damar lümeninde oluşan mikroskobik trombüslerdir.,TTP ve DIC gibi trombotik mikroanjiyopatilerde küçük damarlarda mikrotrombüsler oluşur. Eritrositler bu daralmış damarlardan geçerken parçalanarak şistosit oluşturabilir.,MAHA + şistosit + trombositopeni sorusunda mikrotrombüs mantığını kur.,Makrotrombüs büyük damar tıkanması; mikrotrombüs kapiller/arteriyol düzeyinde organ hasarı yapar.,Şistosit | TTP | DIC,46,Aplastik anemide kemik iliği hiposellülerdir ve megakaryosit artışı beklenmez; DIC’de koagülasyon testleri bozulur. || DIC’de trombositler ve koagülasyon faktörleri birlikte tüketildiği için PT/aPTT uzar ve D-dimer yükselir.
v401-pathology-tuketim-koagulopatisi,Tüketim koagülopatisi,Tüketim koagülopatisi,Tıbbi Patoloji,Hemostaz patolojisi,P0,Koagülasyon faktörleri ve trombositlerin yaygın pıhtılaşma nedeniyle tüketilmesidir.,DIC’de yaygın trombin oluşumu mikrotromboz yaparken trombosit ve faktörleri tüketir. Bu nedenle aynı hastada hem tromboz hem kanama bulguları gelişebilir.,DIC = mikrotromboz + tüketim koagülopatisi + kanama.,TTP’de PT/aPTT genellikle normal olabilir; DIC’de faktör tüketimi nedeniyle PT/aPTT uzar.,DIC | Fibrinojen düşüklüğü | Yüksek D-dimer,30,Aplastik anemide kemik iliği hiposellülerdir ve megakaryosit artışı beklenmez; DIC’de koagülasyon testleri bozulur. || DIC’de trombositler ve koagülasyon faktörleri birlikte tüketildiği için PT/aPTT uzar ve D-dimer yükselir.
v401-pathology-uzamis-pt,Uzamış PT,Uzamış PT,Tıbbi Patoloji,Laboratuvar / hemostaz,P1,Ekstrinsik ve ortak koagülasyon yolunun laboratuvar uzamasıdır.,"PT uzaması özellikle faktör VII, ortak yol faktörleri, karaciğer hastalığı, K vitamini eksikliği veya DIC gibi durumlarda görülür. DIC’de aPTT ile birlikte uzaması tüketim koagülopatisini destekler.","DIC’de PT ve aPTT uzar, fibrinojen düşer, D-dimer yükselir.",PT daha çok ekstrinsik yol; aPTT intrinsik yol hakkında bilgi verir.,DIC | Tüketim koagülopatisi | Fibrinojen düşüklüğü,32,"Aplastik anemide kemik iliği hiposellülerdir ve megakaryosit artışı beklenmez; DIC’de koagülasyon testleri bozulur. || Peteşi-purpura tarzı kanama primer hemostazı, uzamış PT/aPTT ise koagülasyon faktörü sorununu düşündürür."
v401-pathology-uzamis-aptt,Uzamış aPTT,Uzamış aPTT,Tıbbi Patoloji,Laboratuvar / hemostaz,P1,İntrinsik ve ortak koagülasyon yolunun laboratuvar uzamasıdır.,"aPTT uzaması hemofili, heparin etkisi, lupus antikoagülanı veya DIC gibi durumlarda görülebilir. DIC’de PT ile birlikte uzaması yaygın faktör tüketimini düşündürür.",PT+aPTT birlikte uzunsa ortak yol/faktör tüketimi düşün.,Primer trombosit bozukluklarında PT/aPTT normal kalabilir; faktör bozukluklarında aPTT veya PT uzar.,DIC | Hemofili | Tüketim koagülopatisi,26,Aplastik anemide kemik iliği hiposellülerdir ve megakaryosit artışı beklenmez; DIC’de koagülasyon testleri bozulur. || DIC’de trombositler ve koagülasyon faktörleri birlikte tüketildiği için PT/aPTT uzar ve D-dimer yükselir.
